stem,precision,recall,target_count,non_target_count,original_words
enforc,0.6666666666666666,0.43478260869565216,10,5,"enforce, enforceable, enforced, enforcement, enforces, enforcing"
outsid,0.6666666666666666,0.43478260869565216,10,5,outside
loss,0.6666666666666666,0.34782608695652173,8,4,"loss, losses"
dissemin,0.6666666666666666,0.34782608695652173,8,4,"disseminate, disseminates, dissemination"
movement,0.6666666666666666,0.34782608695652173,8,4,"movement, movements"
fuel,0.6666666666666666,0.34782608695652173,8,4,"fuel, fuels"
whilst,0.6666666666666666,0.2608695652173913,6,3,whilst
combat,0.6666666666666666,0.2608695652173913,6,3,"combat, combating"
marin,0.6666666666666666,0.2608695652173913,6,3,marine
audit,0.6666666666666666,0.2608695652173913,6,3,"audit, audited, auditing, audits"
underly,0.6666666666666666,0.2608695652173913,6,3,underlying
categori,0.6666666666666666,0.2608695652173913,6,3,categories
emphasi,0.6666666666666666,0.2608695652173913,6,3,emphasis
pilot,0.6666666666666666,0.2608695652173913,6,3,"pilot, piloting"
difficult,0.6666666666666666,0.2608695652173913,6,3,difficult
tax,0.6666666666666666,0.2608695652173913,6,3,tax
dispos,0.6666666666666666,0.2608695652173913,6,3,"disposal, dispose, disposed"
counter,0.6666666666666666,0.17391304347826086,4,2,"counter, countering"
charter,0.6666666666666666,0.17391304347826086,4,2,"charter, charters"
dealt,0.6666666666666666,0.17391304347826086,4,2,dealt
mostly,0.6666666666666666,0.17391304347826086,4,2,mostly
bear,0.6666666666666666,0.17391304347826086,4,2,"bear, bearing, bears"
trust,0.6666666666666666,0.17391304347826086,4,2,trust
crimin,0.6666666666666666,0.17391304347826086,4,2,criminal
stock,0.6666666666666666,0.17391304347826086,4,2,"stock, stocks"
proven,0.6666666666666666,0.17391304347826086,4,2,proven
fragment,0.6666666666666666,0.17391304347826086,4,2,"fragmentation, fragmented"
constraint,0.6666666666666666,0.17391304347826086,4,2,constraints
equity,0.6666666666666666,0.17391304347826086,4,2,equity
poor,0.6666666666666666,0.17391304347826086,4,2,poor
electr,0.6666666666666666,0.17391304347826086,4,2,"electric, electrical"
recycl,0.6666666666666666,0.17391304347826086,4,2,"recycled, recycling"
vari,0.6666666666666666,0.17391304347826086,4,2,"varied, varies"
map,0.6666666666666666,0.17391304347826086,4,2,"map, maps"
euratom,0.6666666666666666,0.17391304347826086,4,2,euratom
why,0.6666666666666666,0.17391304347826086,4,2,why
firm,0.6666666666666666,0.17391304347826086,4,2,"firm, firms"
scienc,0.6666666666666666,0.17391304347826086,4,2,"science, sciences"
compat,0.6666666666666666,0.17391304347826086,4,2,compatible
follow-up,0.6666666666666666,0.17391304347826086,4,2,follow-up
path,0.6666666666666666,0.17391304347826086,4,2,"path, paths"
eas,0.6666666666666666,0.17391304347826086,4,2,"ease, easing"
accountability,0.6666666666666666,0.17391304347826086,4,2,accountability
rural,0.6666666666666666,0.17391304347826086,4,2,rural
horizont,0.6666666666666666,0.17391304347826086,4,2,horizontal
output,0.6666666666666666,0.17391304347826086,4,2,"output, outputs"
corpor,0.6666666666666666,0.17391304347826086,4,2,"corporate, corporation"
discrimin,0.6666666666666666,0.17391304347826086,4,2,discrimination
campaign,0.6666666666666666,0.17391304347826086,4,2,"campaign, campaigns"
sanitary,0.6666666666666666,0.08695652173913043,2,1,sanitary
deploi,0.6666666666666666,0.08695652173913043,2,1,"deploy, deployed, deploying"
ceil,0.6666666666666666,0.08695652173913043,2,1,"ceiling, ceilings"
envelop,0.6666666666666666,0.08695652173913043,2,1,envelope
twinn,0.6666666666666666,0.08695652173913043,2,1,twinning
credibl,0.6666666666666666,0.08695652173913043,2,1,credible
unlikely,0.6666666666666666,0.08695652173913043,2,1,unlikely
entrepreneuri,0.6666666666666666,0.08695652173913043,2,1,entrepreneurial
readi,0.6666666666666666,0.08695652173913043,2,1,readiness
feed,0.6666666666666666,0.08695652173913043,2,1,"feed, feeds"
journalist,0.6666666666666666,0.08695652173913043,2,1,"journalist, journalists"
airport,0.6666666666666666,0.08695652173913043,2,1,"airport, airports"
fusion,0.6666666666666666,0.08695652173913043,2,1,fusion
appendic,0.6666666666666666,0.08695652173913043,2,1,appendices
mileston,0.6666666666666666,0.08695652173913043,2,1,"milestone, milestones"
ideally,0.6666666666666666,0.08695652173913043,2,1,ideally
flora,0.6666666666666666,0.08695652173913043,2,1,flora
on-the-spot,0.6666666666666666,0.08695652173913043,2,1,on-the-spot
spent,0.6666666666666666,0.08695652173913043,2,1,spent
ict,0.6666666666666666,0.08695652173913043,2,1,"ict, icts"
incub,0.6666666666666666,0.08695652173913043,2,1,incubators
catalyt,0.6666666666666666,0.08695652173913043,2,1,catalytic
forecast,0.6666666666666666,0.08695652173913043,2,1,"forecast, forecasting, forecasts"
gender,0.6666666666666666,0.08695652173913043,2,1,gender
resili,0.6666666666666666,0.08695652173913043,2,1,"resilience, resilient"
incentivis,0.6666666666666666,0.08695652173913043,2,1,"incentivisation, incentivise, incentivising"
elector,0.6666666666666666,0.08695652173913043,2,1,electoral
policymak,0.6666666666666666,0.08695652173913043,2,1,"policymakers, policymaking"
recal,0.6666666666666666,0.08695652173913043,2,1,"recalled, recalling, recalls"
multi-disciplinary,0.6666666666666666,0.08695652173913043,2,1,multi-disciplinary
aggreg,0.6666666666666666,0.08695652173913043,2,1,aggregate
root,0.6666666666666666,0.08695652173913043,2,1,root
robust,0.6666666666666666,0.08695652173913043,2,1,robust
try,0.6666666666666666,0.08695652173913043,2,1,try
earth,0.6666666666666666,0.08695652173913043,2,1,"earth, earths"
reactor,0.6666666666666666,0.08695652173913043,2,1,"reactor, reactors"
fauna,0.6666666666666666,0.08695652173913043,2,1,fauna
harvest,0.6666666666666666,0.08695652173913043,2,1,"harvest, harvested, harvesting"
incompat,0.6666666666666666,0.08695652173913043,2,1,"incompatibilities, incompatible"
dcfta,0.6666666666666666,0.08695652173913043,2,1,dcfta
gross,0.6666666666666666,0.08695652173913043,2,1,gross
penalty,0.6666666666666666,0.08695652173913043,2,1,penalty
retail,0.6666666666666666,0.08695652173913043,2,1,"retail, retailer, retailers"
momentum,0.6666666666666666,0.08695652173913043,2,1,momentum
commonly,0.6666666666666666,0.08695652173913043,2,1,commonly
forward-look,0.6666666666666666,0.08695652173913043,2,1,forward-looking
deliver,0.6666666666666666,0.08695652173913043,2,1,deliverables
logic,0.6666666666666666,0.08695652173913043,2,1,"logic, logical"
immigr,0.6666666666666666,0.08695652173913043,2,1,immigration
logist,0.6666666666666666,0.08695652173913043,2,1,logistics
bann,0.6666666666666666,0.08695652173913043,2,1,banned
mea,0.6666666666666666,0.08695652173913043,2,1,"mea, meas"
healthy,0.6666666666666666,0.08695652173913043,2,1,healthy
enp,0.6666666666666666,0.08695652173913043,2,1,enp
hydrogen,0.6666666666666666,0.08695652173913043,2,1,hydrogen
capability,0.6666666666666666,0.08695652173913043,2,1,capability
cfm,0.6666666666666666,0.08695652173913043,2,1,cfm
minist,0.6666666666666666,0.08695652173913043,2,1,minister
adher,0.6666666666666666,0.08695652173913043,2,1,"adhere, adherence, adhering"
jeopardis,0.6666666666666666,0.08695652173913043,2,1,"jeopardise, jeopardised, jeopardising"
destruct,0.6666666666666666,0.08695652173913043,2,1,"destruction, destructive"
glass,0.6666666666666666,0.08695652173913043,2,1,"glass, glasses"
rome,0.6666666666666666,0.08695652173913043,2,1,rome
defici,0.6666666666666666,0.08695652173913043,2,1,deficiencies
brief,0.6666666666666666,0.08695652173913043,2,1,brief
worth,0.6666666666666666,0.08695652173913043,2,1,worth
navig,0.6666666666666666,0.08695652173913043,2,1,"navigation, navigator"
preambl,0.6666666666666666,0.08695652173913043,2,1,preamble
fora,0.6666666666666666,0.08695652173913043,2,1,fora
halt,0.6666666666666666,0.08695652173913043,2,1,"halt, halting"
erasmu,0.6666666666666666,0.08695652173913043,2,1,erasmus
imper,0.6666666666666666,0.08695652173913043,2,1,"imperative, imperatives"
jrc,0.6666666666666666,0.08695652173913043,2,1,jrc
allevi,0.6666666666666666,0.08695652173913043,2,1,"alleviate, alleviation"
prime,0.6666666666666666,0.08695652173913043,2,1,prime
voic,0.6666666666666666,0.08695652173913043,2,1,voice
bottleneck,0.6666666666666666,0.08695652173913043,2,1,bottlenecks
reorganis,0.6666666666666666,0.08695652173913043,2,1,"reorganisation, reorganise, reorganised"
monthly,0.6666666666666666,0.08695652173913043,2,1,monthly
donor,0.6666666666666666,0.08695652173913043,2,1,"donor, donors"
cargo,0.6666666666666666,0.08695652173913043,2,1,cargo
bottom-up,0.6666666666666666,0.08695652173913043,2,1,bottom-up
inland,0.6666666666666666,0.08695652173913043,2,1,inland
co-ordinat,0.6666666666666666,0.08695652173913043,2,1,"co-ordinated, co-ordinating"
branch,0.6666666666666666,0.08695652173913043,2,1,"branch, branches, branching"
ethic,0.6666666666666666,0.08695652173913043,2,1,"ethical, ethics"
sharp,0.6666666666666666,0.08695652173913043,2,1,"sharp, sharpness"
profitability,0.6666666666666666,0.08695652173913043,2,1,profitability
cite,0.6666666666666666,0.08695652173913043,2,1,"cite, cites"
people-to-peopl,0.6666666666666666,0.08695652173913043,2,1,people-to-people
synergy,0.6666666666666666,0.08695652173913043,2,1,synergy
pose,0.6666666666666666,0.08695652173913043,2,1,"pose, poses"
ago,0.6666666666666666,0.08695652173913043,2,1,ago
fission,0.6666666666666666,0.08695652173913043,2,1,fission
advocat,0.6666666666666666,0.08695652173913043,2,1,"advocated, advocating"
architectur,0.6666666666666666,0.08695652173913043,2,1,"architecture, architectures"
motiv,0.6666666666666666,0.08695652173913043,2,1,"motivation, motivations, motive"
sensit,0.6666666666666666,0.08695652173913043,2,1,sensitive
onset,0.6666666666666666,0.08695652173913043,2,1,onset
burn,0.6666666666666666,0.08695652173913043,2,1,"burn, burning"
goe,0.6666666666666666,0.08695652173913043,2,1,goes
incomplet,0.6666666666666666,0.08695652173913043,2,1,"incomplete, incompleteness"
decentralis,0.6666666666666666,0.08695652173913043,2,1,"decentralisation, decentralise, decentralised"
public-servic,0.6666666666666666,0.08695652173913043,2,1,public-service
configur,0.6666666666666666,0.08695652173913043,2,1,"configuration, configurations"
decisively,0.6666666666666666,0.08695652173913043,2,1,decisively
cop,0.6666666666666666,0.08695652173913043,2,1,"cop, coping"
spring,0.6666666666666666,0.08695652173913043,2,1,spring
peac,0.6666666666666666,0.08695652173913043,2,1,"peace, peaceful"
cec,0.6666666666666666,0.08695652173913043,2,1,cec
thermal,0.6666666666666666,0.08695652173913043,2,1,thermal
tortur,0.6666666666666666,0.08695652173913043,2,1,torture
inaugurat,0.6666666666666666,0.08695652173913043,2,1,inaugurated
wastewat,0.6666666666666666,0.08695652173913043,2,1,wastewater
connectivity,0.6666666666666666,0.08695652173913043,2,1,connectivity
plastic,0.6666666666666666,0.08695652173913043,2,1,"plastic, plastics"
strand,0.6666666666666666,0.08695652173913043,2,1,"strand, strands"
shorter,0.6666666666666666,0.08695652173913043,2,1,shorter
justify,0.6666666666666666,0.08695652173913043,2,1,"justify, justifying"
violenc,0.6666666666666666,0.08695652173913043,2,1,violence
unfair,0.6666666666666666,0.08695652173913043,2,1,unfair
pre-access,0.6666666666666666,0.08695652173913043,2,1,pre-accession
poverty,0.6666666666666666,0.08695652173913043,2,1,poverty
chose,0.6666666666666666,0.08695652173913043,2,1,chose
partit,0.6666666666666666,0.08695652173913043,2,1,partitioning
concentrat,0.6666666666666666,0.08695652173913043,2,1,"concentrated, concentrating"
email,0.6666666666666666,0.08695652173913043,2,1,email
segment,0.6666666666666666,0.08695652173913043,2,1,segment
outset,0.6666666666666666,0.08695652173913043,2,1,outset
pursuit,0.6666666666666666,0.08695652173913043,2,1,pursuit
dissuas,0.6666666666666666,0.08695652173913043,2,1,dissuasive
panel,0.6666666666666666,0.08695652173913043,2,1,panel
uncertainti,0.6666666666666666,0.08695652173913043,2,1,uncertainties
edit,0.6666666666666666,0.08695652173913043,2,1,edition
build,0.6538461538461539,0.7391304347826086,17,9,"build, building, buildings, builds"
technology,0.6470588235294118,0.4782608695652174,11,6,technology
water,0.6470588235294118,0.4782608695652174,11,6,"water, waters"
consequ,0.6428571428571429,0.391304347826087,9,5,"consequence, consequences"
transparency,0.6428571428571429,0.391304347826087,9,5,transparency
green,0.6428571428571429,0.391304347826087,9,5,"green, greening"
bank,0.6428571428571429,0.391304347826087,9,5,"bank, banking, banks"
committ,0.6428571428571429,0.391304347826087,9,5,"committed, committing"
coordin,0.6428571428571429,0.391304347826087,9,5,"coordinate, coordination"
operat,0.6428571428571429,0.391304347826087,9,5,"operated, operating"
many,0.64,0.6956521739130435,16,9,many
plann,0.6363636363636364,0.6086956521739131,14,8,"planned, planning"
specifically,0.6363636363636364,0.30434782608695654,7,4,specifically
expand,0.6363636363636364,0.30434782608695654,7,4,"expand, expanded, expanding, expands"
food,0.6363636363636364,0.30434782608695654,7,4,"food, foods"
task,0.631578947368421,0.5217391304347826,12,7,"task, tasked, tasks"
opportun,0.625,0.6521739130434783,15,9,opportunities
reinforc,0.625,0.43478260869565216,10,6,"reinforce, reinforced, reinforcement, reinforces, reinforcing"
thereby,0.625,0.43478260869565216,10,6,thereby
secur,0.625,0.43478260869565216,10,6,"secure, secured, secures, securing, securities"
transpar,0.625,0.21739130434782608,5,3,transparent
democracy,0.625,0.21739130434782608,5,3,democracy
mandat,0.625,0.21739130434782608,5,3,"mandate, mandates, mandating"
soil,0.625,0.21739130434782608,5,3,"soil, soils"
french,0.625,0.21739130434782608,5,3,french
vision,0.625,0.21739130434782608,5,3,"vision, visions"
eu-wid,0.625,0.21739130434782608,5,3,eu-wide
theme,0.625,0.21739130434782608,5,3,"theme, themes"
simplif,0.625,0.21739130434782608,5,3,"simplification, simplifications"
estim,0.625,0.21739130434782608,5,3,"estimate, estimates, estimation, estimations"
enlarg,0.625,0.21739130434782608,5,3,"enlarged, enlargement"
stemm,0.625,0.21739130434782608,5,3,"stemmed, stemming"
co-ordin,0.625,0.21739130434782608,5,3,"co-ordinate, co-ordinates, co-ordination"
resolut,0.625,0.21739130434782608,5,3,"resolution, resolutions"
supervis,0.625,0.21739130434782608,5,3,"supervise, supervising, supervision"
digit,0.625,0.21739130434782608,5,3,"digital, digitalization"
leadership,0.625,0.21739130434782608,5,3,leadership
easier,0.625,0.21739130434782608,5,3,easier
frequency,0.625,0.21739130434782608,5,3,frequency
advic,0.625,0.21739130434782608,5,3,advice
encourag,0.6190476190476191,0.5652173913043478,13,8,"encourage, encouraged, encouragement, encourages, encouraging"
recognis,0.6190476190476191,0.5652173913043478,13,8,"recognise, recognised, recognises, recognising"
sourc,0.6153846153846154,0.6956521739130435,16,10,"source, sourced, sources, sourcing"
tradit,0.6153846153846154,0.34782608695652173,8,5,"tradition, traditional"
lack,0.6153846153846154,0.34782608695652173,8,5,"lack, lacked, lacks"
legisl,0.6129032258064516,0.8260869565217391,19,12,"legislation, legislative, legislator"
tool,0.6111111111111112,0.4782608695652174,11,7,"tool, tools"
effici,0.6086956521739131,0.6086956521739131,14,9,efficient
plan,0.6086956521739131,0.6086956521739131,14,9,"plan, plans"
privat,0.6086956521739131,0.6086956521739131,14,9,private
financ,0.6086956521739131,0.6086956521739131,14,9,"financ, finance, financed, finances, financing"
research,0.6,0.6521739130434783,15,10,"research, researchers"
manner,0.6,0.5217391304347826,12,8,manner
enterpris,0.6,0.391304347826087,9,6,"enterprise, enterprises"
analys,0.6,0.391304347826087,9,6,"analyse, analysed, analyses, analysing"
civil,0.6,0.391304347826087,9,6,"civil, civile"
freedom,0.6,0.2608695652173913,6,4,"freedom, freedoms"
mov,0.6,0.2608695652173913,6,4,"moved, moving"
enough,0.6,0.2608695652173913,6,4,enough
eight,0.6,0.2608695652173913,6,4,eight
ability,0.6,0.2608695652173913,6,4,ability
substantially,0.6,0.2608695652173913,6,4,substantially
chemic,0.6,0.2608695652173913,6,4,"chemical, chemicals"
turn,0.6,0.2608695652173913,6,4,"turn, turned"
safeguard,0.6,0.2608695652173913,6,4,"safeguard, safeguards"
stimulat,0.6,0.2608695652173913,6,4,"stimulated, stimulating"
concentr,0.6,0.2608695652173913,6,4,"concentrate, concentrates, concentration, concentrations, concentrators"
inspect,0.6,0.2608695652173913,6,4,"inspection, inspections"
mediterranean,0.6,0.13043478260869565,3,2,mediterranean
multiannu,0.6,0.13043478260869565,3,2,multiannual
choos,0.6,0.13043478260869565,3,2,"choose, choosing"
devis,0.6,0.13043478260869565,3,2,"devise, devised"
history,0.6,0.13043478260869565,3,2,history
deploy,0.6,0.13043478260869565,3,2,"deployment, deployments"
evolv,0.6,0.13043478260869565,3,2,"evolve, evolved, evolves, evolving"
live,0.6,0.13043478260869565,3,2,"live, lives"
heart,0.6,0.13043478260869565,3,2,heart
reap,0.6,0.13043478260869565,3,2,"reap, reaping"
thank,0.6,0.13043478260869565,3,2,"thank, thanks"
case-by-cas,0.6,0.13043478260869565,3,2,case-by-case
daily,0.6,0.13043478260869565,3,2,daily
crisi,0.6,0.13043478260869565,3,2,crisis
balkan,0.6,0.13043478260869565,3,2,"balkan, balkans"
medicin,0.6,0.13043478260869565,3,2,"medicinal, medicine, medicines"
possibly,0.6,0.13043478260869565,3,2,possibly
ocean,0.6,0.13043478260869565,3,2,"ocean, oceanic, oceans"
sanction,0.6,0.13043478260869565,3,2,"sanction, sanctions"
independently,0.6,0.13043478260869565,3,2,independently
doubl,0.6,0.13043478260869565,3,2,"double, doubling"
afford,0.6,0.13043478260869565,3,2,"affordable, afforded, affords"
hoc,0.6,0.13043478260869565,3,2,hoc
grid,0.6,0.13043478260869565,3,2,"grid, grids"
productivity,0.6,0.13043478260869565,3,2,productivity
emitt,0.6,0.13043478260869565,3,2,"emitted, emitters, emitting"
cumul,0.6,0.13043478260869565,3,2,"cumulation, cumulative"
pool,0.6,0.13043478260869565,3,2,"pool, pooled, pools"
safe,0.6,0.13043478260869565,3,2,safe
entrust,0.6,0.13043478260869565,3,2,"entrust, entrusted"
bulgaria,0.6,0.13043478260869565,3,2,bulgaria
river,0.6,0.13043478260869565,3,2,"river, rivers"
deposit,0.6,0.13043478260869565,3,2,"deposit, deposited, deposits"
traffic,0.6,0.13043478260869565,3,2,traffic
regardless,0.6,0.13043478260869565,3,2,regardless
abus,0.6,0.13043478260869565,3,2,"abuse, abuses"
prov,0.6,0.13043478260869565,3,2,proved
signal,0.6,0.13043478260869565,3,2,signal
optimis,0.6,0.13043478260869565,3,2,"optimisation, optimise, optimised"
entir,0.6,0.13043478260869565,3,2,entire
becam,0.6,0.13043478260869565,3,2,became
settlement,0.6,0.13043478260869565,3,2,settlement
accuracy,0.6,0.13043478260869565,3,2,accuracy
mid-term,0.6,0.13043478260869565,3,2,mid-term
romania,0.6,0.13043478260869565,3,2,romania
stabl,0.6,0.13043478260869565,3,2,stable
repair,0.6,0.13043478260869565,3,2,"repair, repaired, repairing"
boost,0.6,0.13043478260869565,3,2,"boost, boosted, boosting"
energy,0.5925925925925926,0.6956521739130435,16,11,energy
annual,0.5909090909090909,0.5652173913043478,13,9,annual
technologi,0.5882352941176471,0.43478260869565216,10,7,"technologie, technologies"
safety,0.5882352941176471,0.43478260869565216,10,7,safety
deal,0.5882352941176471,0.43478260869565216,10,7,"deal, dealing, deals"
consum,0.5882352941176471,0.43478260869565216,10,7,"consumed, consumer, consumers, consuming"
pursu,0.5882352941176471,0.43478260869565216,10,7,"pursue, pursued, pursues, pursuing"
separ,0.5882352941176471,0.43478260869565216,10,7,"separate, separation"
dialogu,0.5882352941176471,0.43478260869565216,10,7,"dialogue, dialogues"
caus,0.5882352941176471,0.43478260869565216,10,7,"cause, caused, causes, causing"
coordinat,0.5882352941176471,0.43478260869565216,10,7,"coordinated, coordinating"
associ,0.5833333333333334,0.6086956521739131,14,10,"association, associations"
regulatory,0.5833333333333334,0.6086956521739131,14,10,regulatory
variou,0.5833333333333334,0.6086956521739131,14,10,various
regularly,0.5833333333333334,0.30434782608695654,7,5,regularly
conflict,0.5833333333333334,0.30434782608695654,7,5,"conflict, conflicting, conflicts"
justic,0.5833333333333334,0.30434782608695654,7,5,justice
abl,0.5833333333333334,0.30434782608695654,7,5,able
resourc,0.5806451612903226,0.782608695652174,18,13,"resource, resources"
even,0.5789473684210527,0.4782608695652174,11,8,"even, evening"
renew,0.5789473684210527,0.4782608695652174,11,8,"renew, renewable, renewables, renewal, renewed"
evalu,0.5769230769230769,0.6521739130434783,15,11,"evaluate, evaluation, evaluations, evaluators"
manag,0.5757575757575758,0.8260869565217391,19,14,"manage, managed, management, manager, managers, manages, managing"
industri,0.5714285714285714,0.6956521739130435,16,12,"industrial, industrie, industries"
polit,0.5714285714285714,0.5217391304347826,12,9,political
check,0.5714285714285714,0.34782608695652173,8,6,"check, checked, checking, checks"
model,0.5714285714285714,0.34782608695652173,8,6,"model, modelled, modelling, models"
short,0.5714285714285714,0.34782608695652173,8,6,short
property,0.5714285714285714,0.34782608695652173,8,6,property
base,0.5714285714285714,0.34782608695652173,8,6,"base, bases"
packag,0.5714285714285714,0.34782608695652173,8,6,"package, packaged, packages, packaging"
coverag,0.5714285714285714,0.34782608695652173,8,6,coverage
estimat,0.5714285714285714,0.34782608695652173,8,6,estimated
plac,0.5714285714285714,0.34782608695652173,8,6,"placed, placing"
gain,0.5714285714285714,0.34782608695652173,8,6,"gain, gained, gaining, gains"
domest,0.5714285714285714,0.34782608695652173,8,6,domestic
alwai,0.5714285714285714,0.17391304347826086,4,3,always
justif,0.5714285714285714,0.17391304347826086,4,3,justification
vital,0.5714285714285714,0.17391304347826086,4,3,vital
lesson,0.5714285714285714,0.17391304347826086,4,3,lessons
procur,0.5714285714285714,0.17391304347826086,4,3,"procured, procurement"
electricity,0.5714285714285714,0.17391304347826086,4,3,electricity
judici,0.5714285714285714,0.17391304347826086,4,3,judicial
elect,0.5714285714285714,0.17391304347826086,4,3,"elected, election, elections"
failur,0.5714285714285714,0.17391304347826086,4,3,"failure, failures"
relatively,0.5714285714285714,0.17391304347826086,4,3,relatively
worldwid,0.5714285714285714,0.17391304347826086,4,3,worldwide
appoint,0.5714285714285714,0.17391304347826086,4,3,"appoint, appointed, appointing, appointment, appointments"
welcom,0.5714285714285714,0.17391304347826086,4,3,"welcome, welcomed, welcomes"
compris,0.5714285714285714,0.17391304347826086,4,3,"comprise, comprises, comprising"
precis,0.5714285714285714,0.17391304347826086,4,3,"precise, precision"
contractu,0.5714285714285714,0.17391304347826086,4,3,contractual
fight,0.5714285714285714,0.17391304347826086,4,3,"fight, fighting, fights"
ratif,0.5714285714285714,0.17391304347826086,4,3,ratification
smooth,0.5714285714285714,0.17391304347826086,4,3,smooth
freely,0.5714285714285714,0.17391304347826086,4,3,freely
emploi,0.5714285714285714,0.17391304347826086,4,3,"employ, employed, employs"
size,0.5714285714285714,0.17391304347826086,4,3,"size, sizes"
so-cal,0.5714285714285714,0.17391304347826086,4,3,so-called
claus,0.5714285714285714,0.17391304347826086,4,3,"clause, clauses"
merg,0.5714285714285714,0.17391304347826086,4,3,"merge, merged, merges, merging"
stand,0.5714285714285714,0.17391304347826086,4,3,"stand, standing, stands"
satisfi,0.5714285714285714,0.17391304347826086,4,3,"satisfied, satisfies"
move,0.5714285714285714,0.17391304347826086,4,3,move
restructur,0.5714285714285714,0.17391304347826086,4,3,"restructured, restructuring"
insur,0.5714285714285714,0.17391304347826086,4,3,"insurance, insurers, insuring"
seri,0.5714285714285714,0.17391304347826086,4,3,series
women,0.5714285714285714,0.17391304347826086,4,3,women
particularly,0.5652173913043478,0.5652173913043478,13,10,particularly
singl,0.5652173913043478,0.5652173913043478,13,10,single
consistency,0.5625,0.391304347826087,9,7,consistency
rais,0.5625,0.391304347826087,9,7,"raise, raised, raising"
fulfil,0.5625,0.391304347826087,9,7,"fulfil, fulfill, fulfilled, fulfilling, fulfilment"
expertis,0.5625,0.391304347826087,9,7,expertise
notably,0.5625,0.391304347826087,9,7,notably
inclus,0.5625,0.391304347826087,9,7,"inclusion, inclusive, inclusiveness"
substanti,0.5625,0.391304347826087,9,7,substantial
local,0.5555555555555556,0.6521739130434783,15,12,local
especially,0.5555555555555556,0.43478260869565216,10,8,especially
choic,0.5555555555555556,0.43478260869565216,10,8,"choice, choices"
society,0.5555555555555556,0.43478260869565216,10,8,society
core,0.5555555555555556,0.43478260869565216,10,8,"core, cores"
popul,0.5555555555555556,0.21739130434782608,5,4,"population, populations"
north,0.5555555555555556,0.21739130434782608,5,4,north
gather,0.5555555555555556,0.21739130434782608,5,4,"gather, gathered, gathering, gathers"
underlin,0.5555555555555556,0.21739130434782608,5,4,"underline, underlined, underlines"
affair,0.5555555555555556,0.21739130434782608,5,4,affairs
finally,0.5555555555555556,0.21739130434782608,5,4,finally
liberalis,0.5555555555555556,0.21739130434782608,5,4,"liberalisation, liberalise, liberalised"
press,0.5555555555555556,0.21739130434782608,5,4,"press, pressed, pressing"
thu,0.55,0.4782608695652174,11,9,thus
solut,0.5454545454545454,0.5217391304347826,12,10,"solution, solutions"
sec,0.5454545454545454,0.2608695652173913,6,5,sec
centr,0.5454545454545454,0.2608695652173913,6,5,"centre, centres"
medium,0.5454545454545454,0.2608695652173913,6,5,medium
techniqu,0.5454545454545454,0.2608695652173913,6,5,"technique, techniques"
board,0.5454545454545454,0.2608695652173913,6,5,"board, boards"
geograph,0.5454545454545454,0.2608695652173913,6,5,"geographic, geographical"
fail,0.5454545454545454,0.2608695652173913,6,5,"fail, failed, failing, fails"
despit,0.5454545454545454,0.2608695652173913,6,5,despite
skill,0.5454545454545454,0.2608695652173913,6,5,"skill, skilled, skills"
reach,0.5384615384615384,0.6086956521739131,14,12,"reach, reached, reaching"
subsidiarity,0.5384615384615384,0.30434782608695654,7,6,subsidiarity
rise,0.5384615384615384,0.30434782608695654,7,6,"rise, rises"
consumpt,0.5384615384615384,0.30434782608695654,7,6,consumption
restrict,0.5384615384615384,0.30434782608695654,7,6,"restrict, restricted, restricting, restriction, restrictions, restrictive"
mobility,0.5384615384615384,0.30434782608695654,7,6,mobility
capabl,0.5384615384615384,0.30434782608695654,7,6,"capabilities, capable"
lead,0.5357142857142857,0.6521739130434783,15,13,"lead, leading, leads"
polici,0.5357142857142857,0.6521739130434783,15,13,policies
other,0.5333333333333333,0.34782608695652173,8,7,others
paid,0.5333333333333333,0.34782608695652173,8,7,paid
foreseen,0.5333333333333333,0.34782608695652173,8,7,foreseen
court,0.5333333333333333,0.34782608695652173,8,7,"court, courts"
sector,0.5294117647058824,0.782608695652174,18,16,"sector, sectoral, sectors"
field,0.5294117647058824,0.782608695652174,18,16,"field, fields"
undertaken,0.5294117647058824,0.391304347826087,9,8,undertaken
confer,0.5294117647058824,0.391304347826087,9,8,"confer, conference, conferences, confers"
although,0.5294117647058824,0.391304347826087,9,8,although
flow,0.5294117647058824,0.391304347826087,9,8,"flow, flowing, flows"
air,0.5294117647058824,0.391304347826087,9,8,air
guarante,0.5294117647058824,0.391304347826087,9,8,"guarantee, guaranteeing, guarantees"
action,0.5277777777777778,0.8260869565217391,19,17,"action, actions"
policy,0.5263157894736842,0.8695652173913043,20,18,policy
harmonis,0.5263157894736842,0.43478260869565216,10,9,"harmonisation, harmonise, harmonised, harmonising"
reform,0.5263157894736842,0.43478260869565216,10,9,"reform, reformed, reforming, reforms"
greater,0.5263157894736842,0.43478260869565216,10,9,greater
equal,0.5263157894736842,0.43478260869565216,10,9,equal
citizen,0.5263157894736842,0.43478260869565216,10,9,"citizen, citizens"
avoid,0.5238095238095238,0.4782608695652174,11,10,"avoid, avoidance, avoided, avoiding, avoids"
regular,0.5238095238095238,0.4782608695652174,11,10,regular
depend,0.5238095238095238,0.4782608695652174,11,10,"depend, dependence, dependencies, dependent, depending, depends"
agricultur,0.5217391304347826,0.5217391304347826,12,11,"agricultural, agriculture"
