stem,precision,recall,target_count,non_target_count,original_words
extern,0.5217391304347826,0.5217391304347826,12,11,"external, externalities"
group,0.52,0.5652173913043478,13,12,"group, grouped, grouping, groupings, groups"
sever,0.52,0.5652173913043478,13,12,"several, severance, severe"
transport,0.5172413793103449,0.6521739130434783,15,14,"transport, transportable, transportation, transported, transportes, transports"
prevent,0.5161290322580645,0.6956521739130435,16,15,"prevent, preventatives, prevented, preventing, prevention, preventive, prevents"
full,0.5151515151515151,0.7391304347826086,17,16,full
social,0.5135135135135135,0.8260869565217391,19,18,social
access,0.5,0.8695652173913043,20,20,"access, accessible, accessing, accession"
instrument,0.5,0.7391304347826086,17,17,"instrument, instrumental, instrumentation, instruments"
practic,0.5,0.7391304347826086,17,17,"practicable, practical, practice, practices"
due,0.5,0.6956521739130435,16,16,due
activ,0.5,0.6956521739130435,16,16,"activate, activation, active, activities"
collect,0.5,0.6086956521739131,14,14,"collect, collected, collecting, collection, collective, collects"
among,0.5,0.5652173913043478,13,13,among
power,0.5,0.5217391304347826,12,12,"power, powered, powerful, powers"
agenda,0.5,0.4782608695652174,11,11,"agenda, agendas"
recommend,0.5,0.4782608695652174,11,11,"recommend, recommendation, recommendations, recommended, recommending, recommends"
deliv,0.5,0.4782608695652174,11,11,"deliver, delivered, delivering, delivers"
accept,0.5,0.4782608695652174,11,11,"accept, acceptable, acceptance, accepted"
favour,0.5,0.43478260869565216,10,10,"favour, favourable, favoured, favouring, favours"
four,0.5,0.43478260869565216,10,10,four
understand,0.5,0.391304347826087,9,9,"understand, understandable, understanding"
accompany,0.5,0.391304347826087,9,9,"accompany, accompanying"
envisag,0.5,0.391304347826087,9,9,"envisaged, envisages"
budgetary,0.5,0.34782608695652173,8,8,budgetary
studi,0.5,0.34782608695652173,8,8,"studied, studies"
implic,0.5,0.30434782608695654,7,7,"implication, implications"
prohibit,0.5,0.30434782608695654,7,7,"prohibit, prohibited, prohibiting, prohibition, prohibitions, prohibitive, prohibits"
code,0.5,0.30434782608695654,7,7,"code, codes"
throughout,0.5,0.30434782608695654,7,7,throughout
pressur,0.5,0.2608695652173913,6,6,"pressure, pressures"
regim,0.5,0.2608695652173913,6,6,"regime, regimes"
criteria,0.5,0.2608695652173913,6,6,criteria
stress,0.5,0.21739130434782608,5,5,"stress, stressed, stresses, stressing"
recognit,0.5,0.21739130434782608,5,5,recognition
weak,0.5,0.21739130434782608,5,5,"weak, weakness, weaknesses"
label,0.5,0.21739130434782608,5,5,"label, labelling, labels"
tfeu,0.5,0.21739130434782608,5,5,tfeu
modif,0.5,0.21739130434782608,5,5,"modification, modifications"
generat,0.5,0.21739130434782608,5,5,"generat, generated, generating"
vehicl,0.5,0.21739130434782608,5,5,"vehicle, vehicles"
multilater,0.5,0.21739130434782608,5,5,"multilateral, multilateralism"
pari,0.5,0.21739130434782608,5,5,paris
brought,0.5,0.21739130434782608,5,5,brought
purchas,0.5,0.21739130434782608,5,5,"purchase, purchased, purchaser, purchasers, purchasing"
almost,0.5,0.21739130434782608,5,5,almost
round,0.5,0.17391304347826086,4,4,"round, rounds"
foundat,0.5,0.17391304347826086,4,4,"foundation, foundations"
globally,0.5,0.17391304347826086,4,4,globally
care,0.5,0.17391304347826086,4,4,"care, careful"
back,0.5,0.17391304347826086,4,4,"back, backed"
difficulti,0.5,0.17391304347826086,4,4,difficulties
forum,0.5,0.17391304347826086,4,4,"forum, forums"
pai,0.5,0.17391304347826086,4,4,"pay, paying, pays"
cypru,0.5,0.17391304347826086,4,4,cyprus
inde,0.5,0.17391304347826086,4,4,indeed
mark,0.5,0.17391304347826086,4,4,"mark, marked, marking, marks"
zone,0.5,0.17391304347826086,4,4,"zone, zones"
variety,0.5,0.17391304347826086,4,4,variety
explain,0.5,0.17391304347826086,4,4,"explain, explained, explaining"
entail,0.5,0.17391304347826086,4,4,"entail, entails"
endors,0.5,0.17391304347826086,4,4,"endorse, endorsed, endorsement, endorses, endorsing"
modernis,0.5,0.17391304347826086,4,4,"modernisation, modernisations, modernise, modernising"
media,0.5,0.17391304347826086,4,4,media
rest,0.5,0.17391304347826086,4,4,"rest, rests"
encompass,0.5,0.17391304347826086,4,4,"encompass, encompasses, encompassing"
giv,0.5,0.17391304347826086,4,4,giving
maximis,0.5,0.17391304347826086,4,4,"maximisation, maximise, maximising"
transferr,0.5,0.17391304347826086,4,4,"transferred, transferring"
summaris,0.5,0.17391304347826086,4,4,"summarise, summarised, summarises"
western,0.5,0.17391304347826086,4,4,western
cut,0.5,0.17391304347826086,4,4,cut
seriou,0.5,0.17391304347826086,4,4,serious
reciproc,0.5,0.13043478260869565,3,3,reciprocal
surfac,0.5,0.13043478260869565,3,3,surface
malta,0.5,0.13043478260869565,3,3,malta
simplifi,0.5,0.13043478260869565,3,3,simplified
pass,0.5,0.13043478260869565,3,3,"pass, passed, passes, passing"
messag,0.5,0.13043478260869565,3,3,"message, messages"
nine,0.5,0.13043478260869565,3,3,nine
fill,0.5,0.13043478260869565,3,3,"fill, filled, filling"
rapidly,0.5,0.13043478260869565,3,3,rapidly
acknowledg,0.5,0.13043478260869565,3,3,"acknowledge, acknowledged, acknowledges, acknowledging"
previously,0.5,0.13043478260869565,3,3,previously
youth,0.5,0.13043478260869565,3,3,youth
evolut,0.5,0.13043478260869565,3,3,evolution
degrad,0.5,0.13043478260869565,3,3,"degradation, degraded"
biolog,0.5,0.13043478260869565,3,3,biological
take-up,0.5,0.13043478260869565,3,3,take-up
substitut,0.5,0.13043478260869565,3,3,"substitute, substitutes, substitution"
topic,0.5,0.13043478260869565,3,3,"topic, topical, topics"
valuabl,0.5,0.13043478260869565,3,3,valuable
systematically,0.5,0.13043478260869565,3,3,systematically
elimin,0.5,0.13043478260869565,3,3,"eliminate, elimination"
consent,0.5,0.13043478260869565,3,3,"consent, consenting"
fish,0.5,0.13043478260869565,3,3,"fish, fishing"
tend,0.5,0.13043478260869565,3,3,"tend, tended, tends"
comput,0.5,0.13043478260869565,3,3,"computational, computer, computers, computing"
deepen,0.5,0.13043478260869565,3,3,"deepen, deepened, deepening"
fast,0.5,0.13043478260869565,3,3,fast
presenc,0.5,0.13043478260869565,3,3,presence
qualifi,0.5,0.13043478260869565,3,3,qualified
employe,0.5,0.13043478260869565,3,3,"employee, employees"
spirit,0.5,0.13043478260869565,3,3,"spirit, spirits"
paramet,0.5,0.13043478260869565,3,3,"parameter, parameters"
gase,0.5,0.13043478260869565,3,3,gases
reliabl,0.5,0.13043478260869565,3,3,reliable
societi,0.5,0.08695652173913043,2,2,societies
undermin,0.5,0.08695652173913043,2,2,"undermine, undermined, undermines, undermining"
compulsory,0.5,0.08695652173913043,2,2,compulsory
retain,0.5,0.08695652173913043,2,2,"retain, retained, retaining"
annually,0.5,0.08695652173913043,2,2,annually
incom,0.5,0.08695652173913043,2,2,"income, incoming"
screen,0.5,0.08695652173913043,2,2,"screen, screening"
allianc,0.5,0.08695652173913043,2,2,"alliance, alliances"
country-specif,0.5,0.08695652173913043,2,2,country-specific
satisfy,0.5,0.08695652173913043,2,2,"satisfy, satisfying"
timefram,0.5,0.08695652173913043,2,2,"timeframe, timeframes"
mode,0.5,0.08695652173913043,2,2,"mode, modes"
grown,0.5,0.08695652173913043,2,2,grown
elig,0.5,0.08695652173913043,2,2,eligible
basin,0.5,0.08695652173913043,2,2,"basin, basins"
print,0.5,0.08695652173913043,2,2,"printed, printing"
accessibility,0.5,0.08695652173913043,2,2,accessibility
necessarily,0.5,0.08695652173913043,2,2,necessarily
unemploy,0.5,0.08695652173913043,2,2,unemployment
duchy,0.5,0.08695652173913043,2,2,duchy
vulner,0.5,0.08695652173913043,2,2,"vulnerabilities, vulnerable"
hellen,0.5,0.08695652173913043,2,2,hellenic
advers,0.5,0.08695652173913043,2,2,adverse
harmoniz,0.5,0.08695652173913043,2,2,"harmonized, harmonizing"
telecommun,0.5,0.08695652173913043,2,2,"telecommunication, telecommunications"
five-year,0.5,0.08695652173913043,2,2,five-year
subcommitte,0.5,0.08695652173913043,2,2,"subcommittee, subcommittees"
delegat,0.5,0.08695652173913043,2,2,"delegated, delegating"
conform,0.5,0.08695652173913043,2,2,"conform, conforming"
penetr,0.5,0.08695652173913043,2,2,"penetrate, penetration"
oecd,0.5,0.08695652173913043,2,2,oecd
anti-fraud,0.5,0.08695652173913043,2,2,anti-fraud
dioxid,0.5,0.08695652173913043,2,2,dioxide
know-how,0.5,0.08695652173913043,2,2,know-how
divid,0.5,0.08695652173913043,2,2,"divide, divided, divides, dividing"
portfolio,0.5,0.08695652173913043,2,2,portfolio
deduct,0.5,0.08695652173913043,2,2,"deducted, deduction"
occur,0.5,0.08695652173913043,2,2,"occur, occurs"
nationality,0.5,0.08695652173913043,2,2,nationality
hereaft,0.5,0.08695652173913043,2,2,hereafter
indigen,0.5,0.08695652173913043,2,2,indigenous
piec,0.5,0.08695652173913043,2,2,"piece, pieces"
web,0.5,0.08695652173913043,2,2,web
simpler,0.5,0.08695652173913043,2,2,simpler
baselin,0.5,0.08695652173913043,2,2,baseline
cen,0.5,0.08695652173913043,2,2,cen
index_en,0.5,0.08695652173913043,2,2,index_en
answer,0.5,0.08695652173913043,2,2,"answer, answered, answers"
driven,0.5,0.08695652173913043,2,2,driven
ing,0.5,0.08695652173913043,2,2,"ing, ings"
smart,0.5,0.08695652173913043,2,2,smart
honour,0.5,0.08695652173913043,2,2,honour
simultaneously,0.5,0.08695652173913043,2,2,simultaneously
inadequ,0.5,0.08695652173913043,2,2,inadequate
tim,0.5,0.08695652173913043,2,2,timing
readily,0.5,0.08695652173913043,2,2,readily
discret,0.5,0.08695652173913043,2,2,discretion
acced,0.5,0.08695652173913043,2,2,"accede, acceded, acceding"
magnitud,0.5,0.08695652173913043,2,2,magnitude
smaller,0.5,0.08695652173913043,2,2,smaller
medic,0.5,0.08695652173913043,2,2,medical
steer,0.5,0.08695652173913043,2,2,"steer, steering"
reaffirm,0.5,0.08695652173913043,2,2,"reaffirm, reaffirmed, reaffirming"
driv,0.5,0.08695652173913043,2,2,driving
modul,0.5,0.08695652173913043,2,2,"module, modules"
narrow,0.5,0.08695652173913043,2,2,"narrow, narrower"
index,0.5,0.08695652173913043,2,2,index
ratifi,0.5,0.08695652173913043,2,2,ratified
appendix,0.5,0.08695652173913043,2,2,appendix
vot,0.5,0.08695652173913043,2,2,"voted, voting"
agent,0.5,0.08695652173913043,2,2,"agent, agents"
undergo,0.5,0.08695652173913043,2,2,"undergo, undergoing"
drug,0.5,0.08695652173913043,2,2,"drug, drugs"
completely,0.5,0.08695652173913043,2,2,completely
inspector,0.5,0.08695652173913043,2,2,"inspectorate, inspectorates"
short-term,0.5,0.08695652173913043,2,2,short-term
turnov,0.5,0.08695652173913043,2,2,turnover
socio-econom,0.5,0.08695652173913043,2,2,socio-economic
plu,0.5,0.08695652173913043,2,2,plus
arm,0.5,0.08695652173913043,2,2,"armed, arms"
assum,0.5,0.08695652173913043,2,2,"assume, assumed"
solidarity,0.5,0.08695652173913043,2,2,solidarity
grand,0.5,0.08695652173913043,2,2,grand
italian,0.5,0.08695652173913043,2,2,italian
length,0.5,0.08695652173913043,2,2,length
manual,0.5,0.08695652173913043,2,2,"manual, manuals"
greatest,0.5,0.08695652173913043,2,2,greatest
save,0.5,0.08695652173913043,2,2,save
yield,0.5,0.08695652173913043,2,2,"yield, yielded, yields"
