stem,source,precision,recall,lift,original_words
nuclear-bas,discovered,,,9999.0,nuclear-based
design-print,discovered,,,9999.0,design-printed
guitar,discovered,,,9999.0,"guitar, guitars"
arbeidsbemiddel,discovered,,,9999.0,arbeidsbemiddeling
nama_10r_3popgdp,discovered,,,9999.0,nama_10r_3popgdp
közbeszerzések,discovered,,,9999.0,közbeszerzések
trichlorophenoxyacet,discovered,,,9999.0,trichlorophenoxyacetic
clorazep,discovered,,,9999.0,clorazepate
normethadon,discovered,,,9999.0,normethadone
phenmetrazin,discovered,,,9999.0,phenmetrazine
kampala,discovered,,,9999.0,kampala
inrikesministeriet,discovered,,,9999.0,inrikesministeriet
flexograph,discovered,,,9999.0,flexographic
ecgonin,discovered,,,9999.0,ecgonine
cxxi,discovered,,,9999.0,cxxi
polisen,discovered,,,9999.0,"polisen, polisens"
efp,discovered,,,9999.0,"efp, efps"
single-memb,discovered,,,9999.0,single-member
expresswai,discovered,,,9999.0,"expressway, expressways"
administravimo,discovered,,,9999.0,administravimo
facts_figur,discovered,,,9999.0,facts_figures
afresh,discovered,,,9999.0,afresh
methaqualon,discovered,,,9999.0,methaqualone
off-highwai,discovered,,,9999.0,off-highway
e-freight,discovered,,,9999.0,e-freight
cathin,discovered,,,9999.0,cathine
d1-b,discovered,,,9999.0,d1-b
glorif,discovered,,,9999.0,glorification
micro-plast,discovered,,,9999.0,"micro-plast, micro-plastic, micro-plastics"
letterpress,discovered,,,9999.0,letterpress
indicia,discovered,,,9999.0,indicia
mepp,discovered,,,9999.0,mepp
trimethylamin,discovered,,,9999.0,trimethylamine
last-minut,discovered,,,9999.0,last-minute
pro-govern,discovered,,,9999.0,pro-government
anti-mafia,discovered,,,9999.0,anti-mafia
msm,discovered,,,9999.0,"msm, msms"
rto,discovered,,,9999.0,"rto, rtos"
regar,discovered,,,9999.0,"regar, regaring, regarion"
fuel-cel,discovered,,,9999.0,fuel-cell
microsystem,discovered,,,9999.0,"microsystem, microsystems"
spoc,discovered,,,9999.0,"spoc, spocs"
chlordiazepoxid,discovered,,,9999.0,chlordiazepoxide
nsc,discovered,,,9999.0,nsc
butobarbit,discovered,,,9999.0,butobarbital
levorphanol,discovered,,,9999.0,levorphanol
cxxiv,discovered,,,9999.0,cxxiv
allobarbit,discovered,,,9999.0,allobarbital
vinylbit,discovered,,,9999.0,vinylbital
estazolam,discovered,,,9999.0,estazolam
nspection,discovered,,,9999.0,"nspection, nspections"
mefenorex,discovered,,,9999.0,mefenorex
mecloqualon,discovered,,,9999.0,mecloqualone
groundbreak,discovered,,,9999.0,groundbreaking
rafah,discovered,,,9999.0,rafah
tilidin,discovered,,,9999.0,tilidine
clobazam,discovered,,,9999.0,clobazam
vienetai,discovered,,,9999.0,"vienetai, vienetais"
försvarsmakten,discovered,,,9999.0,försvarsmakten
poultry-keep,discovered,,,9999.0,poultry-keeping
trebinj,discovered,,,9999.0,trebinje
defamatory,discovered,,,9999.0,defamatory
loprazolam,discovered,,,9999.0,loprazolam
soer,discovered,,,9999.0,soer
nemuna,discovered,,,9999.0,"nemuna, nemunas"
indicte,discovered,,,9999.0,"indictee, indictees"
btc,discovered,,,9999.0,"btc, btcs"
difluoromethan,discovered,,,9999.0,difluoromethane
time-record,discovered,,,9999.0,"time-recorders, time-recording"
instagram,discovered,,,9999.0,instagram
eco-technologi,discovered,,,9999.0,eco-technologies
sea-relat,discovered,,,9999.0,sea-related
butalbit,discovered,,,9999.0,butalbital
suntan,discovered,,,9999.0,suntan
methylphenobarbit,discovered,,,9999.0,methylphenobarbital
lefetamin,discovered,,,9999.0,lefetamine
cxxiii,discovered,,,9999.0,cxxiii
vastgo,discovered,,,9999.0,vastgoed
d1-m,discovered,,,9999.0,d1-m
unprofession,discovered,,,9999.0,"unprofessional, unprofessionalism"
zipeprol,discovered,,,9999.0,zipeprol
ccr,discovered,,,9999.0,"ccr, ccrs"
whitetip,discovered,,,9999.0,whitetip
secbutabarbit,discovered,,,9999.0,secbutabarbital
climate-neutr,discovered,,,702.131112984823,climate-neutral
taxonomy,discovered,,,639.7923693086003,taxonomy
hate,discovered,,,613.5444772344014,"hate, hateful"
hotspot,discovered,,,613.5444772344014,"hotspot, hotspots"
climate-resili,discovered,,,587.2965851602023,"climate-resilience, climate-resilient"
cognit,discovered,,,554.4867200674536,"cognition, cognitive"
efsi,discovered,,,554.4867200674536,efsi
bisexu,discovered,,,495.42896290050584,"bisexual, bisexuals"
prosecutori,discovered,,,485.5860033726813,"prosecutori, prosecutorial"
detaine,discovered,,,482.3050168634064,"detainee, detainees"
pre-school,discovered,,,482.3050168634064,"pre-school, pre-schoolers, pre-schooling, pre-schools"
odihr,discovered,,,472.4620573355818,odihr
reskil,discovered,,,472.4620573355818,"reskill, reskilled, reskilling, reskills"
rrf,discovered,,,469.1810708263069,"rrf, rrfs"
understaff,discovered,,,439.65219224283305,"understaffed, understaffing"
rethink,discovered,,,439.65219224283305,"rethink, rethinking"
health-bas,discovered,,,423.2472596964587,health-based
feed-in,discovered,,,410.12331365935916,feed-in
soe,discovered,,,383.8754215851602,"soe, soes"
roduct,discovered,,,383.8754215851602,"roduct, roduction, roductions, roducts"
politicis,discovered,,,377.3134485666105,"politicisation, politicise, politicised, politicising"
co-creat,discovered,,,377.3134485666105,"co-creat, co-create, co-created, co-creating, co-creation, co-creators"
underrepres,discovered,,,367.47048903878584,"underrepresent, underrepresented"
de-risk,discovered,,,364.18950252951095,"de-risk, de-risked, de-risking, de-risks"
ecthr,discovered,,,360.90851602023605,ecthr
desi,discovered,,,360.90851602023605,"desi, desis"
psychiatr,discovered,,,354.3465430016863,"psychiatric, psychiatrics"
rbmp,discovered,,,351.0655564924115,"rbmp, rbmps"
toolkit,discovered,,,351.0655564924115,"toolkit, toolkits"
tamp,discovered,,,347.7845699831366,"tamp, tamping"
splint,discovered,,,344.50358347386174,splints
ombudsperson,discovered,,,341.22259696458684,"ombudsperson, ombudspersons"
angledoz,discovered,,,337.941610455312,"angledozer, angledozers"
bailiff,discovered,,,337.941610455312,"bailiff, bailiffs"
sandblast,discovered,,,337.941610455312,"sandblasted, sandblasting"
fish-plat,discovered,,,337.941610455312,fish-plates
orthodox,discovered,,,331.37963743676227,"orthodox, orthodoxe"
data-shar,discovered,,,328.09865092748737,data-sharing
top-level,discovered,,,321.5366779089376,top-level
needle-work,discovered,,,318.25569139966274,needle-worked
professionalis,discovered,,,318.25569139966274,"professionalisation, professionalise, professionalised, professionalising"
sluggish,discovered,,,318.25569139966274,"sluggish, sluggishness"
napcp,discovered,,,314.97470489038784,"napcp, napcps"
remediat,discovered,,,314.97470489038784,"remediat, remediated, remediating"
puzzl,discovered,,,314.97470489038784,"puzzle, puzzled, puzzles, puzzling"
underinvest,discovered,,,314.97470489038784,"underinvest, underinvested, underinvesting, underinvestment, underinvests"
drop-out,discovered,,,311.693718381113,"drop-out, drop-outs"
sub-basin,discovered,,,308.4127318718381,"sub-basin, sub-basins"
ater,discovered,,,301.85075885328837,"ater, ateral, aters"
cemeteri,discovered,,,301.85075885328837,cemeteries
iot,discovered,,,298.5697723440135,"iot, iots"
pedicur,discovered,,,298.5697723440135,"pedicure, pedicures, pedicuring"
manicur,discovered,,,298.5697723440135,"manicure, manicures, manicuring"
nature-bas,discovered,,,296.92927908937605,"nature-base, nature-based"
unrecord,discovered,,,295.28878583473863,unrecorded
regional_policy,discovered,,,295.28878583473863,regional_policy
asylum-seek,discovered,,,292.00779932546374,"asylum-seeker, asylum-seekers, asylum-seeking"
kindergarten,discovered,,,292.00779932546374,"kindergarten, kindergartens"
databrows,discovered,,,292.00779932546374,databrowser
smuggler,discovered,,,288.7268128161889,"smuggler, smugglers"
lpi,discovered,,,288.7268128161889,"lpi, lpis"
cedaw,discovered,,,288.7268128161889,cedaw
rhetor,discovered,,,285.445826306914,"rhetoric, rhetorical"
fiu,discovered,,,285.445826306914,"fiu, fius"
georeferenc,discovered,,,282.16483979763916,georeferenced
assault,discovered,,,278.88385328836426,"assault, assaulted, assaulters, assaulting, assaults"
informality,discovered,,,275.6028667790894,informality
hydromorphology,discovered,,,275.6028667790894,hydromorphology
waterbodi,discovered,,,272.32188026981447,"waterbodie, waterbodies"
skimmer,discovered,,,272.32188026981447,"skimmer, skimmers"
inequality,discovered,,,269.04089376053963,inequality
probat,discovered,,,269.04089376053963,"probate, probation"
blog,discovered,,,269.04089376053963,"blog, blogs"
stagnant,discovered,,,269.04089376053963,stagnant
world-lead,discovered,,,265.75990725126474,"world-leader, world-leading"
azulen,discovered,,,265.75990725126474,"azulene, azulenes"
microproject,discovered,,,262.4789207419899,"microproject, microprojection, microprojects"
greet,discovered,,,262.4789207419899,"greet, greeted, greeting, greetings"
bipartit,discovered,,,262.4789207419899,bipartite
bio-bas,discovered,,,259.197934232715,bio-based
necp,discovered,,,257.5574409780776,"necp, necps"
stencil,discovered,,,255.91694772344013,"stencil, stencilled, stencils"
science-policy,discovered,,,255.91694772344013,science-policy
ccess,discovered,,,255.91694772344013,"ccess, ccessed, ccessing"
kfw,discovered,,,252.63596121416526,"kfw, kfws"
limat,discovered,,,252.63596121416526,"limate, limatic"
flashlight,discovered,,,252.63596121416526,"flashlight, flashlights"
ipcei,discovered,,,252.63596121416526,"ipcei, ipceis"
cross-party,discovered,,,252.63596121416526,cross-party
front-end,discovered,,,249.3549747048904,"front-end, front-ended, front-ends"
evict,discovered,,,246.07398819561553,"evict, evicted, evicting, eviction, evictions"
systematis,discovered,,,246.07398819561553,"systematisation, systematise, systematised, systematises, systematising"
mentally,discovered,,,242.79300168634066,mentally
defam,discovered,,,239.5120151770658,"defamation, defamed, defames, defaming"
rotochut,discovered,,,239.5120151770658,rotochutes
press-fasten,discovered,,,239.5120151770658,press-fasteners
ontinu,discovered,,,239.5120151770658,"ontinu, ontinuation, ontinue, ontinued, ontinues, ontinuing, ontinuous"
wale-yarn,discovered,,,239.5120151770658,wale-yarn
unexpos,discovered,,,239.5120151770658,unexposed
cleaver,discovered,,,236.2310286677909,cleavers
esearch,discovered,,,236.2310286677909,"esearch, esearchers"
idp,discovered,,,234.59053541315345,"idp, idps"
microtom,discovered,,,232.950042158516,microtomes
illion,discovered,,,232.950042158516,illion
reduced-s,discovered,,,232.950042158516,reduced-size
cartography,discovered,,,232.950042158516,cartography
cyberattack,discovered,,,232.950042158516,"cyberattack, cyberattacks"
cyanamid,discovered,,,232.950042158516,"cyanamide, cyanamides"
searchlight,discovered,,,232.950042158516,"searchlight, searchlights"
felt-tipp,discovered,,,232.950042158516,felt-tipped
monocular,discovered,,,232.950042158516,"monocular, monoculars"
peatland,discovered,,,229.66905564924113,"peatland, peatlands"
supercomput,discovered,,,229.66905564924113,"supercomputer, supercomputers, supercomputing"
zero-pollut,discovered,,,229.66905564924113,zero-pollution
pyromet,discovered,,,229.66905564924113,"pyrometer, pyrometers"
value-chain,discovered,,,229.66905564924113,"value-chain, value-chains"
track-record,discovered,,,226.38806913996626,"track-record, track-records"
naphthen,discovered,,,226.38806913996626,"naphthenate, naphthenic"
cake-serv,discovered,,,226.38806913996626,cake-servers
butter-kn,discovered,,,226.38806913996626,butter-knives
subnat,discovered,,,226.38806913996626,subnational
pre-trial,discovered,,,225.294406970208,pre-trial
baromet,discovered,,,223.10708263069142,"baromete, barometer, barometers"
bribery,discovered,,,223.1070826306914,bribery
open-sourc,discovered,,,223.1070826306914,open-source
decriminalis,discovered,,,223.1070826306914,"decriminalisation, decriminalise, decriminalised, decriminalises, decriminalising"
spearhead,discovered,,,223.1070826306914,"spearhead, spearheaded, spearheading, spearheads"
virtuou,discovered,,,223.1070826306914,virtuous
fish-kniv,discovered,,,223.1070826306914,fish-knives
edu,discovered,,,223.1070826306914,edu
cso,discovered,,,222.0134204609331,"cso, csos"
co-benefit,discovered,,,221.46658937605397,"co-benefit, co-benefits"
escalat,discovered,,,219.82609612141653,"escalated, escalating"
polycondens,discovered,,,219.82609612141653,"polycondensate, polycondensates, polycondensation"
eida,discovered,,,219.82609612141653,eidas
squirrel,discovered,,,219.82609612141653,"squirrel, squirrels"
reinvigor,discovered,,,219.82609612141653,"reinvigorate, reinvigoration"
anti-freez,discovered,,,219.82609612141653,"anti-freeze, anti-freezing"
eco-design,discovered,,,217.36535623946037,"eco-design, eco-designed, eco-designing, eco-designs"
photogrammetr,discovered,,,216.54510961214166,photogrammetrical
chemically-pur,discovered,,,216.54510961214166,chemically-pure
sliver,discovered,,,216.54510961214166,slivers
porphyry,discovered,,,216.54510961214166,porphyry
dmc,discovered,,,213.2641231028668,dmc
geoport,discovered,,,213.2641231028668,"geoportal, geoportals"
grievanc,discovered,,,213.2641231028668,"grievance, grievances, grievancies"
by-law,discovered,,,211.62362984822934,"by-law, by-laws"
upscal,discovered,,,209.9831365935919,"upscal, upscale, upscaleable, upscaled, upscaling"
eufj,discovered,,,209.9831365935919,eufje
cyber-security,discovered,,,209.9831365935919,cyber-security
multi-facet,discovered,,,209.9831365935919,multi-faceted
homeless,discovered,,,209.9831365935919,"homeless, homelessness"
ecd,discovered,,,209.9831365935919,"ecd, ecde, ecds"
e-infrastructur,discovered,,,209.9831365935919,"e-infrastructure, e-infrastructures"
fork-lift,discovered,,,209.9831365935919,fork-lift
begg,discovered,,,209.9831365935919,"begge, begging"
neighbourly,discovered,,,208.88947442383363,neighbourly
mindset,discovered,,,206.70215008431703,"mindset, mindsets"
skip,discovered,,,206.70215008431703,"skip, skipness"
pate,discovered,,,206.70215008431703,"pate, pates"
product-relat,discovered,,,206.70215008431703,product-related
water-framework,discovered,,,206.70215008431703,water-framework
pencil-hold,discovered,,,206.70215008431703,pencil-holders
paradigm,discovered,,,205.60848791455874,"paradigm, paradigms"
frmp,discovered,,,205.06165682967958,"frmp, frmps"
state-level,discovered,,,203.42116357504216,"state-level, state-levels"
edge-work,discovered,,,203.42116357504216,edge-worked
reinvigorat,discovered,,,203.42116357504216,"reinvigorated, reinvigorating"
data-bas,discovered,,,203.42116357504216,"data-base, data-based, data-bases"
depoliticis,discovered,,,203.42116357504216,"depoliticisation, depoliticise, depoliticised, depoliticising"
educt,discovered,,,203.42116357504216,"educt, eductation, eduction, eductions"
ball-point,discovered,,,203.42116357504216,"ball-point, ball-points"
smarter,discovered,,,202.3275014052839,smarter
untapp,discovered,,,201.7806703204047,"untapped, untapping"
excavat,discovered,,,201.7806703204047,"excavated, excavating"
dune,discovered,,,200.1401770657673,"dune, dunes"
front-runn,discovered,,,200.1401770657673,"front-runner, front-runners, front-running"
post-secondary,discovered,,,200.1401770657673,post-secondary
reticl,discovered,,,200.1401770657673,reticles
silver-plat,discovered,,,200.1401770657673,silver-plated
debt-to-gdp,discovered,,,196.85919055649242,debt-to-gdp
bio-energy,discovered,,,196.85919055649242,bio-energy
cardoso,discovered,,,196.85919055649242,cardoso
adversari,discovered,,,193.57820404721755,"adversarial, adversaries"
cinea,discovered,,,193.57820404721755,cinea
unconvent,discovered,,,193.57820404721755,unconventional
rule-bas,discovered,,,193.57820404721755,rule-based
what-we-do,discovered,,,193.57820404721755,what-we-do
invis,discovered,,,193.57820404721755,invisible
rbd,discovered,,,191.9377107925801,"rbd, rbds"
ostomy,discovered,,,190.2972175379427,ostomy
parad,discovered,,,190.2972175379427,"parad, parade, parades"
spatially,discovered,,,190.2972175379427,spatially
cancun,discovered,,,190.2972175379427,cancun
needleloom,discovered,,,188.65672428330524,needleloom
cyber-attack,discovered,,,188.65672428330524,"cyber-attack, cyber-attacker, cyber-attackers, cyber-attacks"
ipard,discovered,,,188.65672428330524,ipard
career,discovered,,,188.24660096964587,"career, careers"
circular-economy,discovered,,,187.0162310286678,circular-economy
diphenyleth,discovered,,,187.0162310286678,"diphenylether, diphenylethers"
co-design,discovered,,,187.0162310286678,"co-design, co-designed, co-designing"
e-skil,discovered,,,187.0162310286678,"e-skill, e-skilled, e-skills"
press-stud,discovered,,,187.0162310286678,press-studs
raid,discovered,,,187.0162310286678,"raid, raided, raiding, raids"
covid-19-relat,discovered,,,187.0162310286678,covid-19-related
fraunhof,discovered,,,187.0162310286678,fraunhofer
overcrowd,discovered,,,185.92256885890953,"overcrowded, overcrowding"
stereotyp,discovered,,,185.37573777403034,"stereotype, stereotyped, stereotypes, stereotypical, stereotyping"
runoff,discovered,,,183.73524451939292,"runoff, runoffs"
ischaem,discovered,,,183.73524451939292,ischaemic
iodiversity,discovered,,,183.73524451939292,iodiversity
eview,discovered,,,183.73524451939292,"eview, eviewing, eviews"
seti,discovered,,,183.73524451939292,setis
turbo-jet,discovered,,,183.73524451939292,"turbo-jet, turbo-jets"
revolutionis,discovered,,,183.73524451939292,"revolutionise, revolutionised, revolutionising"
loosely,discovered,,,183.73524451939292,loosely
msp,discovered,,,183.73524451939292,"msp, msps"
visualis,discovered,,,182.64158234963463,"visualisation, visualisations, visualise, visualised, visualises, visualising"
digital-single-market,discovered,,,182.09475126475547,digital-single-market
cross-ti,discovered,,,182.09475126475547,cross-ties
msfd,discovered,,,181.54792017987631,"msfd, msfds"
end-joint,discovered,,,180.45425801011802,"end-jointed, end-jointing"
tagg,discovered,,,180.45425801011802,"tagged, tagging"
hand-decor,discovered,,,180.45425801011802,hand-decoration
silk-screen,discovered,,,180.45425801011802,silk-screen
hand-blown,discovered,,,180.45425801011802,hand-blown
underfund,discovered,,,180.45425801011802,"underfunded, underfunding"
nnovat,discovered,,,180.45425801011802,"nnovate, nnovation, nnovations, nnovators"
cepej,discovered,,,180.45425801011802,cepej
marr,discovered,,,180.45425801011802,"marr, marred, marrs"
dpa,discovered,,,180.45425801011802,"dpa, dpas"
youtub,discovered,,,180.45425801011802,"youtube, youtuber"
dyke,discovered,,,180.45425801011802,"dyke, dykes"
bulldoz,discovered,,,178.8137647554806,"bulldozer, bulldozers"
following-up,discovered,,,177.17327150084316,following-up
eu-asean,discovered,,,177.17327150084316,eu-asean
latency,discovered,,,177.17327150084316,latency
dropout,discovered,,,177.17327150084316,"dropout, dropouts"
reinvent,discovered,,,177.17327150084316,"reinvent, reinvented, reinventing, reinvention"
multi-ethn,discovered,,,177.17327150084316,multi-ethnic
etwork,discovered,,,177.17327150084316,"etwork, etworks"
illiteracy,discovered,,,177.17327150084316,illiteracy
private-publ,discovered,,,177.17327150084316,private-public
worship,discovered,,,177.17327150084316,worship
deburr,discovered,,,175.53277824620574,"deburred, deburring"
gai,discovered,,,174.98594716132658,"gai, gay, gays"
bioeconomy,discovered,,,173.8922849915683,bioeconomy
anti-terror,discovered,,,173.8922849915683,"anti-terror, anti-terrorism"
phial,discovered,,,173.8922849915683,phials
golf-club,discovered,,,173.8922849915683,golf-club
moh,discovered,,,173.8922849915683,"moh, mohs"
climate-adapt,discovered,,,173.8922849915683,"climate-adapt, climate-adaptable, climate-adaptation, climate-adapted, climate-adapting, climate-adaptive"
kfor,discovered,,,173.8922849915683,kfor
globulin,discovered,,,173.8922849915683,"globulin, globulins"
turbo-propel,discovered,,,173.8922849915683,"turbo-propeller, turbo-propellers"
roughly-shap,discovered,,,173.8922849915683,roughly-shaped
sci,discovered,,,172.79862282181,"sci, scis"
bi-direct,discovered,,,170.61129848229342,bi-directional
charity,discovered,,,170.61129848229342,charity
pro-poor,discovered,,,170.61129848229342,pro-poor
ourc,discovered,,,170.61129848229342,"ource, ources, ourcing"
kidnapp,discovered,,,170.61129848229342,"kidnapped, kidnappers, kidnapping, kidnappings"
isic,discovered,,,170.61129848229342,isic
nib-point,discovered,,,170.61129848229342,nib-points
spur,discovered,,,169.7910518549747,"spur, spurs"
unembroid,discovered,,,168.970805227656,unembroidered
pom,discovered,,,167.33031197301855,"pom, poms"
catch-up,discovered,,,167.33031197301855,catch-up
capstan,discovered,,,167.33031197301855,capstans
saccharin,discovered,,,167.33031197301855,"saccharin, saccharinate, saccharine"
redd,discovered,,,167.33031197301855,"redd, redding"
undersea,discovered,,,167.33031197301855,undersea
dippel,discovered,,,167.33031197301855,dippel
nmvoc,discovered,,,165.68981871838113,"nmvoc, nmvocs"
moneyv,discovered,,,165.68981871838113,moneyval
bridge-sect,discovered,,,165.68981871838113,bridge-sections
biophys,discovered,,,164.04932546374368,"biophysical, biophysics"
self-consumpt,discovered,,,164.04932546374368,self-consumption
monofil,discovered,,,164.04932546374368,"monofil, monofills"
aftercar,discovered,,,164.04932546374368,aftercare
item_id,discovered,,,164.04932546374368,item_id
glass-plat,discovered,,,164.04932546374368,glass-plate
machine-read,discovered,,,162.40883220910627,"machine-readable, machine-reading"
tracker,discovered,,,160.7683389544688,"tracker, trackers"
bycatch,discovered,,,160.7683389544688,"bycatch, bycatches"
techno-econom,discovered,,,160.7683389544688,"techno-economic, techno-economical"
zigzag,discovered,,,160.7683389544688,zigzag
icm,discovered,,,160.7683389544688,"icm, icme, icms"
mire,discovered,,,160.7683389544688,"mire, mires"
biodiversity-friendly,discovered,,,160.7683389544688,biodiversity-friendly
first-ev,discovered,,,159.12784569983137,first-ever
aluminis,discovered,,,159.12784569983137,aluminised
anti-discrimin,discovered,,,158.79974704890387,anti-discrimination
salw,discovered,,,157.48735244519392,"salw, salws"
reparability,discovered,,,157.48735244519392,reparability
hazemet,discovered,,,157.48735244519392,hazemeter
unsettl,discovered,,,157.48735244519392,"unsettled, unsettling"
atalanta,discovered,,,157.48735244519392,atalanta
epea,discovered,,,157.48735244519392,"epea, epeas"
unimped,discovered,,,157.48735244519392,unimpeded
cloud-bas,discovered,,,157.48735244519392,"cloud-base, cloud-based"
gulat,discovered,,,157.48735244519392,"gulate, gulated, gulation, gulations, gulators"
magistracy,discovered,,,157.48735244519392,magistracy
rasff,discovered,,,157.48735244519392,rasff
findabl,discovered,,,157.48735244519392,findable
ility,discovered,,,157.48735244519392,ility
emff,discovered,,,156.39369027543563,emff
joinery,discovered,,,156.39369027543563,joinery
outpac,discovered,,,155.8468591905565,"outpace, outpaced, outpaces, outpacing"
floodplain,discovered,,,155.8468591905565,"floodplain, floodplains"
activist,discovered,,,154.20636593591905,"activist, activists"
stalem,discovered,,,154.20636593591905,"stalemate, stalemates"
remanufactur,discovered,,,154.20636593591905,"remanufactur, remanufacture, remanufactured, remanufacturer, remanufacturers, remanufactures, remanufacturing"
weir,discovered,,,154.20636593591905,"weir, weirs"
decarboni,discovered,,,154.20636593591905,"decarboni, decarbonis"
geant,discovered,,,154.20636593591905,geant
clerk,discovered,,,154.20636593591905,"clerk, clerks"
system-wid,discovered,,,154.20636593591905,system-wide
nlf,discovered,,,154.20636593591905,nlf
agriculture-relat,discovered,,,154.20636593591905,agriculture-related
win-win,discovered,,,152.5658726812816,"win-win, win-wins"
peer-to-p,discovered,,,152.5658726812816,"peer-to-p, peer-to-peer"
lock-gat,discovered,,,152.5658726812816,lock-gates
reportedly,discovered,,,150.92537942664418,reportedly
statuett,discovered,,,150.92537942664418,statuettes
ex-yugoslavia,discovered,,,150.92537942664418,ex-yugoslavia
olici,discovered,,,150.92537942664418,olicies
constitutionality,discovered,,,150.92537942664418,constitutionality
propaganda,discovered,,,150.92537942664418,propaganda
underwritten,discovered,,,150.92537942664418,underwritten
geostrateg,discovered,,,150.92537942664418,geostrategic
backslid,discovered,,,149.28488617200674,"backslid, backslide, backslides, backsliding"
microplast,discovered,,,149.28488617200674,"microplastic, microplastics"
exponenti,discovered,,,149.28488617200674,exponential
pre-commerci,discovered,,,147.64439291736932,"pre-commercial, pre-commercialization"
type-specif,discovered,,,147.64439291736932,type-specific
alkyd,discovered,,,147.64439291736932,"alkyd, alkyds"
reintegrat,discovered,,,147.64439291736932,"reintegrat, reintegrated, reintegrating"
sequest,discovered,,,147.64439291736932,"sequest, sequester, sequestered, sequestering"
hlg,discovered,,,147.64439291736932,"hlg, hlgs"
crowdfund,discovered,,,147.64439291736932,"crowdfunded, crowdfunding"
hemic,discovered,,,147.64439291736932,"hemic, hemical, hemicals"
rebound,discovered,,,146.98819561551431,"rebound, rebounded, rebounding, rebounds"
misdemeanour,discovered,,,144.36340640809445,"misdemeanour, misdemeanours"
mid-1990,discovered,,,144.36340640809445,mid-1990s
infr,discovered,,,144.36340640809445,"infr, infring"
fuel-effici,discovered,,,144.36340640809445,fuel-efficient
ncp,discovered,,,144.36340640809445,"ncp, ncps"
react-eu,discovered,,,144.36340640809445,react-eu
counterfactu,discovered,,,144.36340640809445,"counterfactual, counterfactuals"
redii,discovered,,,144.36340640809445,redii
osh,discovered,,,144.36340640809445,osh
gatekeep,discovered,,,144.36340640809445,"gatekeeper, gatekeepers, gatekeeping"
forcibly,discovered,,,144.36340640809445,forcibly
first-of-a-kind,discovered,,,144.36340640809445,first-of-a-kind
entrench,discovered,,,142.722913153457,"entrench, entrenched, entrenching, entrenchment"
hatr,discovered,,,142.722913153457,hatred
dampen,discovered,,,142.722913153457,"dampen, dampened, dampening, dampens"
iom,discovered,,,142.722913153457,iom
repurchas,discovered,,,141.08241989881958,"repurchase, repurchased, repurchases, repurchasing"
sendai,discovered,,,141.08241989881958,sendai
suez,discovered,,,141.08241989881958,suez
warfar,discovered,,,141.08241989881958,warfare
hurt,discovered,,,141.08241989881958,"hurt, hurting, hurts"
middlewar,discovered,,,141.08241989881958,middleware
publicly-own,discovered,,,141.08241989881958,publicly-owned
aaqd,discovered,,,141.08241989881958,aaqd
demography,discovered,,,141.08241989881955,"demography, demographys"
x5crnimo,discovered,,,137.8014333895447,x5crnimo
grasp,discovered,,,137.8014333895447,"grasp, grasped, grasping, grasps"
friez,discovered,,,137.8014333895447,"frieze, friezes"
unlaminat,discovered,,,137.8014333895447,unlaminated
aki,discovered,,,137.8014333895447,"aki, akis"
riverin,discovered,,,137.8014333895447,riverine
pan-eu,discovered,,,137.8014333895447,pan-eu
whistl,discovered,,,137.8014333895447,"whistle, whistles"
cbi,discovered,,,137.8014333895447,cbi
sub-unit,discovered,,,137.8014333895447,"sub-unit, sub-units"
weforum,discovered,,,137.8014333895447,weforum
public-publ,discovered,,,137.8014333895447,public-public
lca,discovered,,,137.8014333895447,"lca, lcas"
imagery,discovered,,,136.16094013490724,imagery
cowi,discovered,,,136.16094013490724,cowi
business-relat,discovered,,,136.16094013490724,business-related
employability,discovered,,,135.83284148397973,employability
mantl,discovered,,,135.6141090500281,"mantle, mantled, mantles"
world-class,discovered,,,134.52044688026982,world-class
observatori,discovered,,,134.52044688026982,"observatorie, observatories"
foreign-own,discovered,,,134.52044688026982,foreign-owned
refocu,discovered,,,134.52044688026982,refocus
bio-diversity,discovered,,,134.52044688026982,bio-diversity
stylograph,discovered,,,134.52044688026982,stylograph
research-bas,discovered,,,134.52044688026982,"research-base, research-based"
environm,discovered,,,134.52044688026982,"environm, environme"
fast-mov,discovered,,,134.52044688026982,"fast-movers, fast-moving"
géant,discovered,,,134.52044688026982,géant
magnetron,discovered,,,134.52044688026982,"magnetron, magnetrons"
manmad,discovered,,,134.52044688026982,manmade
prtr,discovered,,,134.52044688026982,"prtr, prtrs"
benign,discovered,,,134.52044688026982,benign
ramp-up,discovered,,,134.52044688026982,ramp-up
methadon,discovered,,,134.52044688026982,methadone
pandemic-relat,discovered,,,134.52044688026982,pandemic-related
poverty-relat,discovered,,,134.52044688026982,poverty-related
ilac,discovered,,,134.52044688026982,ilac
asycuda,discovered,,,134.52044688026982,asycuda
bauhau,discovered,,,134.52044688026982,bauhaus
expropriat,discovered,,,134.52044688026982,"expropriated, expropriating"
circularity,discovered,,,134.5204468802698,circularity
flagship,discovered,,,134.2860907010359,"flagship, flagships"
jsp,discovered,,,132.33312254075324,"jsp, jsps"
bio-economy,discovered,,,132.33312254075324,bio-economy
geophys,discovered,,,131.23946037099495,"geophysical, geophysics"
typescript,discovered,,,131.23946037099495,"typescript, typescripts"
wildfir,discovered,,,131.23946037099495,"wildfire, wildfires"
phd,discovered,,,131.23946037099495,"phd, phds"
