stem,source,precision,recall,lift,original_words
beirut,discovered,,,20.342116357504214,beirut
vpvb,discovered,,,20.342116357504214,"vpvb, vpvbs"
rake,discovered,,,20.342116357504214,"rake, rakes"
hippoglossoid,discovered,,,20.342116357504214,hippoglossoides
reinhardtiu,discovered,,,20.342116357504214,reinhardtius
rogu,discovered,,,20.342116357504214,"rogue, rogues"
cse,discovered,,,20.342116357504214,"cse, cses"
valuat,discovered,,,20.328586516228857,"valuat, valuate, valuated, valuates, valuating, valuation, valuations, valuator, valuators"
bias,discovered,,,20.320948702605666,"biase, biased, biases, biasing"
tachograph,discovered,,,20.310868866939696,"tachograph, tachographs"
men,discovered,,,20.309306492411466,"men, mening, mens"
ospar,discovered,,,20.301104026138283,ospar
pre-arriv,discovered,,,20.282462057335582,pre-arrival
receptor,discovered,,,20.282462057335582,"receptor, receptores, receptors"
pictur,discovered,,,20.238506257211323,"picture, pictured, pictures, picturing"
logg,discovered,,,20.23275014052839,"logg, logged, logging, loggings"
encas,discovered,,,20.23275014052839,"encase, encased, encasing"
dehair,discovered,,,20.23275014052839,"dehaired, dehairing"
eu-centr,discovered,,,20.23275014052839,"eu-central, eu-centred, eu-centres"
rte,discovered,,,20.23275014052839,rte
relinquish,discovered,,,20.23275014052839,"relinquish, relinquished, relinquishing, relinquishment"
pyridin,discovered,,,20.23275014052839,"pyridin, pyridine"
mangold,discovered,,,20.23275014052839,"mangold, mangolds"
efer,discovered,,,20.23275014052839,"eference, eferences, efers"
mutat,discovered,,,20.23275014052839,"mutat, mutate, mutated, mutation, mutational, mutations"
minority,discovered,,,20.221590322469627,minority
builder,discovered,,,20.21511042811293,"builder, builders"
end-of-lif,discovered,,,20.21511042811293,end-of-life
arctic,discovered,,,20.21087689713322,arctic
civilian,discovered,,,20.194240909198868,"civilian, civilians"
meaning,discovered,,,20.190686210922298,"meaningful, meaningfulness"
antimony,discovered,,,20.190686210922298,antimony
after-sal,discovered,,,20.190686210922298,"after-sale, after-sales"
suprem,discovered,,,20.15463141411708,supreme
dac,discovered,,,20.15463141411708,"dac, dacs"
retrain,discovered,,,20.15463141411708,"retrain, retrained, retraining"
distant,discovered,,,20.15463141411708,"distant, distante, distantes, distants"
electrifi,discovered,,,20.15463141411708,"electrifi, electrified"
biotech,discovered,,,20.15463141411708,biotech
berec,discovered,,,20.15463141411708,berec
premia,discovered,,,20.15463141411708,premia
lord,discovered,,,20.15463141411708,"lord, lords"
cetacean,discovered,,,20.15463141411708,"cetacean, cetaceans"
chromat,discovered,,,20.15463141411708,"chromate, chromated, chromates, chromatic"
gob,discovered,,,20.15463141411708,"gob, gobs"
ifc,discovered,,,20.15463141411708,"ifc, ifcs"
corrobor,discovered,,,20.15463141411708,"corroborate, corroborates, corroboration, corroborative"
oad,discovered,,,20.15463141411708,"oad, oaded, oading, oads"
iuu,discovered,,,20.133326306913997,iuu
cordag,discovered,,,20.133326306913997,cordage
mend,discovered,,,20.133326306913997,"mend, mende, mended, mendes, mending"
placement,discovered,,,20.10349915682968,"placement, placements"
telecom,discovered,,,20.101818754008026,"telecom, telecoms"
mayb,discovered,,,20.0960423693086,maybe
wilczek,discovered,,,20.0960423693086,wilczek
re-allocat,discovered,,,20.0960423693086,"re-allocated, re-allocating"
azo,discovered,,,20.0960423693086,azo
brassier,discovered,,,20.0960423693086,brassieres
refuge,discovered,,,20.064494422104033,"refugee, refugees"
pension,discovered,,,20.0536158196197,"pension, pensionable, pensioner, pensioners, pensiones, pensions"
pre-industri,discovered,,,20.050473112235338,pre-industrial
overestim,discovered,,,20.050473112235338,"overestimate, overestimates, overestimation, overestimations"
dolphin,discovered,,,20.050473112235338,"dolphin, dolphins"
emu,discovered,,,20.050473112235338,"emu, emus"
cinema,discovered,,,20.031286056625543,"cinema, cinemas"
synchron,discovered,,,20.014017706576727,"synchron, synchrone, synchronization, synchronize, synchronizer, synchronizes, synchronous"
reunion,discovered,,,20.014017706576727,"reunion, reuniones, reunions"
ethylhexyl,discovered,,,20.014017706576727,ethylhexyl
esma,discovered,,,20.014017706576727,esma
preciou,discovered,,,19.995446084826117,precious
seven-year,discovered,,,19.98419055649241,"seven-year, seven-years"
anticompetit,discovered,,,19.98419055649241,anticompetitive
predefin,discovered,,,19.975417865291142,"predefine, predefined"
discretionary,discovered,,,19.967146470729947,discretionary
unequ,discovered,,,19.95194498883369,unequal
egyptian,discovered,,,19.94839797639123,"egyptian, egyptians"
race,discovered,,,19.94325133088649,"race, races"
enjoy,discovered,,,19.93830263328577,"enjoyable, enjoyment"
bosnian,discovered,,,19.93830263328577,bosnian
babassu,discovered,,,19.93830263328577,babassu
reassur,discovered,,,19.92027523488316,"reassurance, reassurances, reassure, reassured, reassures, reassuring"
aspx,discovered,,,19.916974443626344,aspx
theoretically,discovered,,,19.878918262077175,theoretically
mari,discovered,,,19.85860255613739,"mari, marie, maries, maris"
geology,discovered,,,19.85860255613739,geology
product-specif,discovered,,,19.83505480607083,product-specific
epidemiology,discovered,,,19.83505480607083,epidemiology
twin,discovered,,,19.81983687235434,"twin, twining, twinings, twins"
flask,discovered,,,19.807437074511274,"flask, flasks"
cornerston,discovered,,,19.80743707451127,"cornerstone, cornerstones"
impress,discovered,,,19.803097145266204,"impress, impressed, impression, impressions, impressive"
easy,discovered,,,19.79751723623682,easy
literatur,discovered,,,19.788449884064082,"literatur, literature, literatures"
compliant,discovered,,,19.778341210840082,compliant
macro,discovered,,,19.774594366710726,"macro, macroe, macros"
disability,discovered,,,19.73213013324466,disability
religi,discovered,,,19.730864076324238,religious
ation,discovered,,,19.729089930771277,"ation, ational, ations"
legality,discovered,,,19.685919055649244,legality
loop,discovered,,,19.685919055649244,"loop, looped, looping, loopings, loops"
fus,discovered,,,19.685919055649244,"fused, fusing"
wassenaar,discovered,,,19.685919055649244,wassenaar
ladl,discovered,,,19.685919055649244,"ladle, ladles"
ceci,discovered,,,19.685919055649244,"ceci, cecis"
agrochem,discovered,,,19.685919055649244,"agrochemical, agrochemicals"
sulphur-cont,discovered,,,19.685919055649244,"sulphur-content, sulphur-contents"
shtml,discovered,,,19.685919055649244,shtml
pathology,discovered,,,19.685919055649244,pathology
foreclos,discovered,,,19.685919055649244,"foreclose, foreclosed, forecloses, foreclosing"
slid,discovered,,,19.68591905564924,"slid, sliding"
jelli,discovered,,,19.68591905564924,"jellied, jellies"
acycl,discovered,,,19.68591905564924,acyclic
ich,discovered,,,19.68591905564924,"ich, iched, ichs"
sahel,discovered,,,19.68591905564924,sahel
protection,discovered,,,19.68591905564924,protectionism
handicapp,discovered,,,19.68591905564924,"handicappate, handicapped, handicapping"
remnant,discovered,,,19.68591905564924,"remnant, remnants"
uncompetit,discovered,,,19.68591905564924,uncompetitive
inquir,discovered,,,19.68591905564924,"inquire, inquired, inquirer, inquirers, inquires, inquiring"
garter,discovered,,,19.68591905564924,garters
fluorin,discovered,,,19.68591905564924,"fluorinates, fluorine"
epp,discovered,,,19.68591905564924,"epp, epping, epps"
bankruptci,discovered,,,19.68591905564924,bankruptcies
hav,discovered,,,19.68591905564924,"hav, havs"
crd,discovered,,,19.68591905564924,crd
lessor,discovered,,,19.68591905564924,"lessor, lessors"
energet,discovered,,,19.68591905564924,"energet, energetic, energetics"
racist,discovered,,,19.68591905564924,"racist, raciste, racistes"
nbr,discovered,,,19.68591905564924,nbr
headwai,discovered,,,19.68591905564924,headway
transluc,discovered,,,19.68591905564924,translucent
declaratory,discovered,,,19.68591905564924,declaratory
lea,discovered,,,19.68591905564924,"lea, leas"
freelanc,discovered,,,19.68591905564924,"freelance, freelancer, freelancers"
redefinit,discovered,,,19.68591905564924,"redefinition, redefinitions"
maw,discovered,,,19.68591905564924,"maw, maws"
fctc,discovered,,,19.68591905564924,fctc
mous,discovered,,,19.68591905564924,"mouse, mouses"
bonair,discovered,,,19.68591905564924,"bonair, bonaire"
untwist,discovered,,,19.68591905564924,untwisted
chlorit,discovered,,,19.68591905564924,"chlorite, chlorites"
ote,discovered,,,19.68591905564924,"ote, otes"
descent,discovered,,,19.68591905564924,"descent, descents"
domesticat,discovered,,,19.68591905564924,domesticated
methamidopho,discovered,,,19.68591905564924,methamidophos
cajan,discovered,,,19.68591905564924,cajan
subtyp,discovered,,,19.68591905564924,"subtype, subtypes"
auc,discovered,,,19.68591905564924,auc
neighbourhood-enlarg,discovered,,,19.68591905564924,neighbourhood-enlargement
wreck,discovered,,,19.68591905564924,"wreck, wrecked, wrecking, wrecks"
proliferat,discovered,,,19.68591905564924,"proliferated, proliferating"
reissu,discovered,,,19.68591905564924,"reissue, reissued, reissues, reissuing"
supra,discovered,,,19.68591905564924,supra
nrp,discovered,,,19.68591905564924,"nrp, nrps"
yardstick,discovered,,,19.68591905564924,"yardstick, yardsticks"
constitucion,discovered,,,19.68591905564924,"constitucional, constituciones"
ourt,discovered,,,19.68591905564924,"ourt, ourts"
susisiekimo,discovered,,,19.68591905564924,susisiekimo
subrog,discovered,,,19.68591905564924,"subrogate, subrogates, subrogation"
conclusively,discovered,,,19.68591905564924,conclusively
harp,discovered,,,19.68591905564924,"harp, harpe, harps"
retest,discovered,,,19.68591905564924,"retest, retested, retesting, retests"
adop,discovered,,,19.68591905564924,"adop, adoped"
handicapé,discovered,,,19.68591905564924,"handicapées, handicapés"
pitfal,discovered,,,19.68591905564924,"pitfall, pitfalls"
ecl,discovered,,,19.68591905564924,"ecl, ecls"
cashmer,discovered,,,19.68591905564924,cashmere
stenolepi,discovered,,,19.68591905564924,stenolepis
loligo,discovered,,,19.68591905564924,loligo
dibromo,discovered,,,19.68591905564924,dibromo
roundabout,discovered,,,19.68591905564924,"roundabout, roundabouts"
tungstat,discovered,,,19.68591905564924,"tungstate, tungstates"
happy,discovered,,,19.68591905564924,happy
penaeu,discovered,,,19.68591905564924,penaeus
mistaken,discovered,,,19.68591905564924,mistaken
sociali,discovered,,,19.68591905564924,"sociali, socialis"
rhodium,discovered,,,19.68591905564924,rhodium
pyrazol,discovered,,,19.68591905564924,pyrazole
prostor,discovered,,,19.68591905564924,prostor
foliosum,discovered,,,19.68591905564924,foliosum
dto,discovered,,,19.68591905564924,dto
agriculturii,discovered,,,19.68591905564924,agriculturii
palaeontolog,discovered,,,19.68591905564924,palaeontological
epf,discovered,,,19.68591905564924,epf
eaf,discovered,,,19.68591905564924,"eaf, eafs"
consensus-bas,discovered,,,19.68591905564924,consensus-based
methyloxiran,discovered,,,19.68591905564924,methyloxirane
zekerheid,discovered,,,19.68591905564924,zekerheid
garner,discovered,,,19.68591905564924,"garner, garnered, garnering"
may-jun,discovered,,,19.68591905564924,may-june
summertim,discovered,,,19.68591905564924,summertime
patent,discovered,,,19.661434081699426,"patent, patentable, patental, patente, patented, patentes, patenting, patents"
dilig,discovered,,,19.640974034974242,"diligence, diligent"
geolog,discovered,,,19.62733001084076,"geologic, geological"
poorest,discovered,,,19.61135118043845,poorest
vigil,discovered,,,19.59478054150272,"vigil, vigilance, vigilances, vigilant"
imbal,discovered,,,19.593060946896177,"imbalance, imbalances"
curtail,discovered,,,19.592176583955673,"curtail, curtailed, curtailing, curtailment, curtailments, curtails"
reliably,discovered,,,19.57655283867341,reliably
incit,discovered,,,19.57655283867341,"incit, incitant, incitation, incitations, incitative, incitatives, incite, incited, incitement, incitements, inciter, inciters, incites, inciting, incits"
man-mad,discovered,,,19.56440103678721,"man-mad, man-made"
patchwork,discovered,,,19.549211284429454,patchwork
school,discovered,,,19.544801356325593,"school, schooled, schooling, schools"
stimul,discovered,,,19.54382908871214,"stimulant, stimulants, stimulate, stimulates, stimulation, stimulations, stimulative, stimulator, stimulators, stimule, stimulent, stimuler, stimulering"
watercours,discovered,,,19.543267468289464,"watercourse, watercourses"
unauthoris,discovered,,,19.54116965082829,unauthorised
lend,discovered,,,19.526426655892823,"lend, lended, lending, lends"
mayor,discovered,,,19.521869730185497,"mayor, mayoral, mayores, mayors"
alleviat,discovered,,,19.48905986509275,"alleviat, alleviated, alleviating"
surplus,discovered,,,19.48707138842046,surpluses
anion,discovered,,,19.480857398819563,"anion, aniones, anionic, anionics, anions"
manpow,discovered,,,19.480857398819563,manpower
sulphid,discovered,,,19.474242506663764,"sulphide, sulphides, sulphidic"
inhabit,discovered,,,19.47326252264068,"inhabit, inhabitable, inhabitant, inhabitants, inhabited, inhabiting, inhabits"
prominently,discovered,,,19.45156287641532,prominently
thinner,discovered,,,19.45156287641532,"thinner, thinners"
suburban,discovered,,,19.45156287641532,suburban
rounded-off,discovered,,,19.45156287641532,rounded-off
lim,discovered,,,19.43353547801271,"lim, limed, liming, lims"
arsen,discovered,,,19.426893804917015,"arsen, arsenal, arsenals, arsenate, arsenates, arseneous, arsenic"
inconsistency,discovered,,,19.396420246007338,inconsistency
kill,discovered,,,19.392099368251493,"kill, kille, killed, killing, killings, kills"
boundari,discovered,,,19.387647554806072,boundaries
jar,discovered,,,19.387647554806072,"jar, jars"
deadlock,discovered,,,19.387647554806072,"deadlock, deadlocked, deadlocks"
contingency,discovered,,,19.368404232171027,contingency
cablewai,discovered,,,19.357820404721753,"cableway, cableways"
bonus,discovered,,,19.357820404721753,bonuses
substat,discovered,,,19.340552054672937,"substation, substations"
wedg,discovered,,,19.33438478679836,"wedge, wedged, wedges, wedging"
mercury,discovered,,,19.3270611561973,mercury
nullify,discovered,,,19.321364999063142,"nullify, nullifying"
unpredictability,discovered,,,19.321364999063142,unpredictability
evaporat,discovered,,,19.321364999063142,"evaporated, evaporating"
cca,discovered,,,19.321364999063142,"cca, ccas"
dismantl,discovered,,,19.313848420576832,"dismantle, dismantleable, dismantled, dismantlement, dismantlers, dismantles, dismantling"
accumulat,discovered,,,19.312135782440713,"accumulated, accumulating"
bundl,discovered,,,19.30941240704393,"bundle, bundled, bundles, bundling"
manur,discovered,,,19.285798749640108,"manure, manured, manures, manuring"
anonym,discovered,,,19.27579574198988,"anonym, anonyme, anonymes, anonymization, anonymize, anonymous"
soldier,discovered,,,19.27579574198988,"soldier, soldiers"
inadmiss,discovered,,,19.27579574198988,"inadmissable, inadmissible"
brighten,discovered,,,19.27579574198988,"brighten, brightened, brightener, brighteners, brightening"
dual,discovered,,,19.26450794436623,"dual, duale, duals"
hide,discovered,,,19.244247794785313,"hide, hides"
prepay,discovered,,,19.2172066971814,"prepayment, prepayments"
finanz,discovered,,,19.2172066971814,"finanz, finanze"
fvo,discovered,,,19.2172066971814,fvo
water-separ,discovered,,,19.2172066971814,water-separation
nomad,discovered,,,19.2172066971814,"nomad, nomadic, nomadism, nomads"
unnecessarily,discovered,,,19.205774688438286,unnecessarily
catalogu,discovered,,,19.198204844811084,"catalogue, catalogued, catalogues, cataloguing"
casualti,discovered,,,19.181151900376182,casualties
clima,discovered,,,19.156727683185547,"clima, climas"
fewer,discovered,,,19.139087970770095,fewer
bilaterally,discovered,,,19.139087970770095,bilaterally
fatal,discovered,,,19.139087970770095,"fatal, fatalism, fatalities"
bold,discovered,,,19.139087970770095,"bold, boldness, bolds"
door-to-door,discovered,,,19.139087970770095,door-to-door
ston,discovered,,,19.139087970770095,"ston, stoned, stoning"
hvdc,discovered,,,19.139087970770095,hvdc
irreversibly,discovered,,,19.139087970770095,irreversibly
ramif,discovered,,,19.139087970770095,ramifications
end-of-wast,discovered,,,19.139087970770095,end-of-waste
carassiu,discovered,,,19.139087970770095,carassius
uidelin,discovered,,,19.139087970770095,"uideline, uidelines"
vigour,discovered,,,19.139087970770095,"vigour, vigourous"
extrapolat,discovered,,,19.115312706210133,"extrapolated, extrapolating"
barg,discovered,,,19.0893760539629,"barg, barge, barges"
unti,discovered,,,19.0893760539629,"unti, untie, untied"
cnect,discovered,,,19.0893760539629,cnect
notary,discovered,,,19.0893760539629,notary
overse,discovered,,,19.08678238873818,"oversee, overseeing, oversees"
illegally,discovered,,,19.080198469321573,illegally
unrealist,discovered,,,19.0707340851602,unrealistic
besid,discovered,,,19.069491287240023,"beside, besides"
geography,discovered,,,19.054960111557918,geography
university,discovered,,,19.048605129387216,university
fich,discovered,,,19.04794945662357,"fich, fiche, fiches"
liquidity,discovered,,,19.046765839556734,liquidity
obstruct,discovered,,,19.040479086611562,"obstruct, obstructed, obstructing, obstruction, obstructions, obstructive, obstructs"
thrust,discovered,,,19.029721753794266,"thrust, thrusting, thrusts"
pre-treat,discovered,,,19.029721753794266,"pre-treat, pre-treated, pre-treating, pre-treatment, pre-treatments"
socio,discovered,,,19.029721753794266,"socio, socios"
ine,discovered,,,19.029721753794266,"ine, inee, ines"
detract,discovered,,,19.029721753794266,"detract, detracted, detracting, detracts"
knowingly,discovered,,,19.029721753794266,knowingly
inanci,discovered,,,19.029721753794266,inancial
neighbor,discovered,,,19.029721753794266,"neighboring, neighbors"
aeglefinu,discovered,,,19.029721753794266,aeglefinus
cold-wat,discovered,,,19.029721753794266,cold-water
multiflorum,discovered,,,19.029721753794266,multiflorum
topsoil,discovered,,,19.029721753794266,"topsoil, topsoils"
diall,discovered,,,19.029721753794266,"dialled, dialling"
sect,discovered,,,19.029721753794266,"sect, secte, secting, sects"
jesu,discovered,,,19.029721753794266,jesus
seventy,discovered,,,19.029721753794266,seventy
re-issu,discovered,,,19.029721753794266,"re-issuance, re-issue, re-issued, re-issuing"
switch-off,discovered,,,19.029721753794266,"switch-off, switch-offs"
tester,discovered,,,19.029721753794266,"tester, testers"
osmosi,discovered,,,19.029721753794266,osmosis
poplar,discovered,,,19.029721753794266,"poplar, poplars"
zee,discovered,,,19.029721753794266,zee
handmad,discovered,,,19.029721753794266,handmade
millston,discovered,,,19.029721753794266,millstones
werkgelegenheid,discovered,,,19.029721753794266,werkgelegenheid
mytilu,discovered,,,19.029721753794266,mytilus
furrier,discovered,,,19.029721753794266,"furrier, furriers"
e-custom,discovered,,,19.029721753794266,e-customs
sub-group,discovered,,,19.007094260626857,"sub-group, sub-groups"
seasonality,discovered,,,18.98285051794748,seasonality
value-add,discovered,,,18.98033055903099,"value-add, value-added, value-adding"
elabor,discovered,,,18.973599616135616,"elaborate, elaborates, elaboration, elaborations, elabore, elaborer"
pivot,discovered,,,18.972661118850358,"pivot, pivotal, pivoted, pivoting, pivots"
basqu,discovered,,,18.95681094247705,basque
winding-up,discovered,,,18.95681094247705,winding-up
unmik,discovered,,,18.95681094247705,unmik
rapidity,discovered,,,18.95681094247705,rapidity
ommon,discovered,,,18.95681094247705,"ommon, ommonalities, ommons"
upheld,discovered,,,18.94769709106239,upheld
collaps,discovered,,,18.94769709106239,"collapse, collapsed, collapses, collapsible, collapsing"
frustrat,discovered,,,18.940240303541316,"frustrate, frustrated, frustrates, frustrating, frustration, frustrations"
safely,discovered,,,18.928768322739657,safely
irc,discovered,,,18.928768322739653,"irc, ircs"
omiss,discovered,,,18.913922229937505,"omission, omissions"
pull,discovered,,,18.901335325170468,"pull, pulled, pulling, pulls"
confisc,discovered,,,18.865672428330523,"confisc, confiscate, confiscates, confiscation, confiscations"
reviv,discovered,,,18.865672428330523,"revivable, revival, revive, revived, revives, reviving"
phenylen,discovered,,,18.865672428330523,phenylene
thrown,discovered,,,18.865672428330523,thrown
engend,discovered,,,18.865672428330523,"engender, engendered, engendering, engenders"
onsit,discovered,,,18.865672428330523,onsite
soot,discovered,,,18.865672428330523,"soot, sooting"
semi-annu,discovered,,,18.865672428330523,semi-annual
pilotag,discovered,,,18.865672428330523,pilotage
weiterbildung,discovered,,,18.865672428330523,weiterbildung
divinylbenzen,discovered,,,18.865672428330523,divinylbenzene
buy-out,discovered,,,18.865672428330523,"buy-out, buy-outs"
palai,discovered,,,18.865672428330523,palais
hexaval,discovered,,,18.865672428330523,"hexavalant, hexavalent"
pre-process,discovered,,,18.865672428330523,"pre-processed, pre-processing"
self-tapp,discovered,,,18.865672428330523,self-tapping
ispo,discovered,,,18.865672428330523,ispo
tetrafluoroethan,discovered,,,18.865672428330523,tetrafluoroethane
rae,discovered,,,18.865672428330523,"rae, raes"
seaworthi,discovered,,,18.865672428330523,seaworthiness
chloromethan,discovered,,,18.865672428330523,chloromethane
didact,discovered,,,18.865672428330523,"didactic, didactical, didactics"
openbar,discovered,,,18.865672428330523,openbare
jib,discovered,,,18.865672428330523,"jib, jibs"
stp,discovered,,,18.865672428330523,stp
joint-ventur,discovered,,,18.865672428330523,"joint-venture, joint-ventures"
incentivi,discovered,,,18.865672428330523,"incentivi, incentivis"
revel,discovered,,,18.865672428330523,"revelant, revelation, revelations, revelou"
ferenc,discovered,,,18.865672428330523,"ferenc, ference, ferences"
nto,discovered,,,18.865672428330523,"nto, ntos"
université,discovered,,,18.865672428330523,universités
silversmith,discovered,,,18.865672428330523,silversmiths
obstetr,discovered,,,18.865672428330523,"obstetric, obstetrical, obstetrics"
diethanolamin,discovered,,,18.865672428330523,diethanolamine
mof,discovered,,,18.865672428330523,mof
subwai,discovered,,,18.865672428330523,"subway, subways"
south-east,discovered,,,18.85176994312173,south-east
diminish,discovered,,,18.843096833083216,"diminish, diminished, diminishes, diminishing, diminishment"
complexity,discovered,,,18.82484567312461,complexity
extrus,discovered,,,18.81098931984261,"extrusion, extrusions"
overwhelmingly,discovered,,,18.81098931984261,overwhelmingly
ahead,discovered,,,18.80864993552227,ahead
entso-,discovered,,,18.80257653392139,entso-e
cleans,discovered,,,18.79110455311973,"cleanse, cleansed, cleansing"
rocket,discovered,,,18.79110455311973,"rocket, rocketing, rockets"
terrorist,discovered,,,18.768654010045516,"terrorist, terroriste, terroristes, terrorists"
meanwhil,discovered,,,18.767242833052276,meanwhile
supervisory,discovered,,,18.751335019673974,supervisory
privacy,discovered,,,18.748494338713563,privacy
familiarity,discovered,,,18.74849433871356,familiarity
bibliography,discovered,,,18.74849433871356,bibliography
fina,discovered,,,18.74849433871356,"fina, finas"
gif,discovered,,,18.74849433871356,gif
alalunga,discovered,,,18.74849433871356,alalunga
trans-fronti,discovered,,,18.74849433871356,trans-frontier
amplif,discovered,,,18.74849433871356,"amplif, amplification"
caller,discovered,,,18.74849433871356,"caller, callers"
uthor,discovered,,,18.74849433871356,"uthorities, uthorization"
mid-jun,discovered,,,18.74849433871356,mid-june
fear,discovered,,,18.742073621474276,"fear, feared, fearful, fearfulness, fearing, fears"
camp,discovered,,,18.73948063951226,"camp, campe, camped, camping, camps"
swift,discovered,,,18.722454763243128,"swift, swiftness, swifts"
functionally,discovered,,,18.72092302350957,functionally
ere,discovered,,,18.72092302350957,"ere, erees"
overlapp,discovered,,,18.706520097656743,"overlapped, overlapping, overlappings"
mprove,discovered,,,18.701623102866776,"mprove, mproves"
mud,discovered,,,18.701623102866776,"mud, muds"
carboxyl,discovered,,,18.701623102866776,"carboxyl, carboxylate, carboxylation, carboxylic"
istanbul,discovered,,,18.691680719505342,istanbul
destabilis,discovered,,,18.687357944130802,"destabilisation, destabilise, destabilised, destabilising"
micro-enterpris,discovered,,,18.683395400037472,"micro-enterprise, micro-enterprises"
outdat,discovered,,,18.676384745103128,"outdated, outdating"
reinsur,discovered,,,18.676384745103125,"reinsurance, reinsurances, reinsure, reinsured, reinsurer, reinsurers, reinsuring"
made-up,discovered,,,18.676384745103125,"made-up, made-ups"
re-evaluat,discovered,,,18.676384745103125,"re-evaluated, re-evaluating"
env,discovered,,,18.67179595278246,env
condition,discovered,,,18.66768186311566,"conditionalities, conditioner, conditioners"
volatil,discovered,,,18.662492071104786,"volatile, volatiles, volatilities, volatilization, volatilize"
think,discovered,,,18.634729203163115,"think, thinking, thinks"
ingot,discovered,,,18.62753631072186,"ingot, ingots"
precursor,discovered,,,18.621815322911445,"precursor, precursores, precursors"
built,discovered,,,18.595926893172017,built
disconnect,discovered,,,18.592256885890954,"disconnect, disconnectable, disconnected, disconnecting, disconnection, disconnections, disconnects"
coke,discovered,,,18.59225688589095,"coke, cokes"
budgmanag_en,discovered,,,18.59225688589095,budgmanag_en
accra,discovered,,,18.59225688589095,accra
watt,discovered,,,18.59225688589095,"watt, watts"
amman,discovered,,,18.59225688589095,amman
briquett,discovered,,,18.59225688589095,"briquette, briquetted, briquettes, briquetting"
evolutionary,discovered,,,18.59225688589095,evolutionary
reced,discovered,,,18.59225688589095,"recede, receded, recedented, recedes, receding"
cdc,discovered,,,18.59225688589095,"cdc, cdcs"
uae,discovered,,,18.59225688589095,uae
sint,discovered,,,18.59225688589095,sint
pinu,discovered,,,18.59225688589095,pinus
census,discovered,,,18.59225688589095,censuses
scad,discovered,,,18.59225688589095,"scad, scads"
retreat,discovered,,,18.59225688589095,"retreat, retreated, retreating, retreatment, retreats"
ami,discovered,,,18.59225688589095,"ami, amis"
pastel,discovered,,,18.59225688589095,"pastel, pastels"
mineralog,discovered,,,18.59225688589095,mineralogical
water-bas,discovered,,,18.59225688589095,water-based
accumul,discovered,,,18.58390831970959,"accumulate, accumulates, accumulation, accumulations, accumulative, accumulator, accumulators"
profess,discovered,,,18.57272720428812,"profess, professed, professes, professing, profession, professions"
nox,discovered,,,18.567400927487355,nox
exert,discovered,,,18.563476302476257,"exert, exerted, exerting, exertion, exerts"
sub-ceil,discovered,,,18.544706356771027,"sub-ceiling, sub-ceilings"
aquacultur,discovered,,,18.540177734950078,"aquacultural, aquaculture, aquacultured, aquacultures"
center,discovered,,,18.537573777403033,"center, centered, centerer, centering, centers"
etf,discovered,,,18.537573777403033,"etf, etfe, etfs"
sender,discovered,,,18.537573777403033,"sender, senders"
mou,discovered,,,18.51934607457373,"mou, mous"
inact,discovered,,,18.518110298110727,"inaction, inactions, inactive"
geo,discovered,,,18.514138159479643,"geo, geos"
whe,discovered,,,18.514138159479643,whe
borat,discovered,,,18.49283305227656,"borate, borated, borates, boration"
dinar,discovered,,,18.49283305227656,"dinar, dinaric, dinars"
obviou,discovered,,,18.48709706187573,obvious
heritag,discovered,,,18.481181821774875,"heritage, heritages"
re-open,discovered,,,18.47713455223218,"re-open, re-opened, re-opening, re-openings"
hourly,discovered,,,18.47713455223218,hourly
mistak,discovered,,,18.465086866151612,"mistake, mistakes"
healthcar,discovered,,,18.461017425519955,"healthcar, healthcare"
ticl,discovered,,,18.455549114671165,"ticle, ticles"
trl,discovered,,,18.455549114671165,"trl, trls"
tentatively,discovered,,,18.455549114671165,tentatively
siemen,discovered,,,18.455549114671165,siemens
macrocarpon,discovered,,,18.455549114671165,macrocarpon
ecal,discovered,,,18.455549114671165,"ecal, ecall, ecalls"
iraq,discovered,,,18.41826517706577,iraq
treasur,discovered,,,18.4099798575979,"treasur, treasure, treasurer, treasurers, treasures"
multipl,discovered,,,18.407068083983,"multipl, multiple, multiples, multiplication, multiplications, multiplicative, multiplicators"
ammonia,discovered,,,18.40689041644039,"ammonia, ammoniae"
phosphoru,discovered,,,18.40689041644039,phosphorus
drc,discovered,,,18.37352445193929,drc
crop-specif,discovered,,,18.37352445193929,crop-specific
dibromotetrafluoroethan,discovered,,,18.37352445193929,"dibromotetrafluoroethane, dibromotetrafluoroethanes"
aggriev,discovered,,,18.37352445193929,aggrieved
actinid,discovered,,,18.37352445193929,"actinide, actinides"
istruzion,discovered,,,18.37352445193929,istruzione
post-authoris,discovered,,,18.37352445193929,"post-authorisation, post-authorisations"
forgiv,discovered,,,18.37352445193929,"forgive, forgiveness, forgiving"
superimpos,discovered,,,18.37352445193929,"superimpose, superimposed, superimposing"
receivership,discovered,,,18.37352445193929,receivership
elm,discovered,,,18.37352445193929,"elm, elme, elmed, elms"
triphosph,discovered,,,18.37352445193929,"triphosphate, triphosphates"
hexabromocyclododecan,discovered,,,18.37352445193929,"hexabromocyclododecane, hexabromocyclododecanes"
evis,discovered,,,18.37352445193929,"evise, evised, evising, evision, evisions"
ancien,discovered,,,18.37352445193929,"ancien, anciens"
groom,discovered,,,18.37352445193929,"groom, groomed, grooming"
unclassifi,discovered,,,18.37352445193929,unclassified
radon,discovered,,,18.37352445193929,"radon, radons"
