stem,lift,high_score_count,low_score_count,rate_in_high,rate_in_low,original_words
barbitur,9999.0,38,0,0.008010118043844857,0.0,"barbiturate, barbiturates, barbituric"
gwb,9999.0,38,0,0.008010118043844857,0.0,"gwb, gwbs"
stigmatis,9999.0,38,0,0.008010118043844857,0.0,"stigmatisation, stigmatise, stigmatised, stigmatising"
unrecognis,9999.0,38,0,0.008010118043844857,0.0,unrecognised
urbact,9999.0,38,0,0.008010118043844857,0.0,urbact
iccpr,9999.0,38,0,0.008010118043844857,0.0,iccpr
ieee,9999.0,37,0,0.0077993254637436765,0.0,ieee
ict-enabl,9999.0,37,0,0.0077993254637436765,0.0,ict-enabled
second-inst,9999.0,37,0,0.0077993254637436765,0.0,second-instance
thread-tens,9999.0,37,0,0.0077993254637436765,0.0,thread-tension
euramet,9999.0,37,0,0.0077993254637436765,0.0,euramet
bise,9999.0,37,0,0.0077993254637436765,0.0,bise
cxvi,9999.0,37,0,0.0077993254637436765,0.0,cxvi
greenwash,9999.0,37,0,0.0077993254637436765,0.0,"greenwash, greenwashing"
corda,9999.0,37,0,0.0077993254637436765,0.0,corda
transdisciplinary,9999.0,37,0,0.0077993254637436765,0.0,transdisciplinary
disentangl,9999.0,37,0,0.0077993254637436765,0.0,"disentangle, disentangled, disentanglement, disentangling"
somali,9999.0,37,0,0.0077993254637436765,0.0,"somali, somalie, somalis"
up-scal,9999.0,37,0,0.0077993254637436765,0.0,"up-scalable, up-scale, up-scaled, up-scaling"
waferboard,9999.0,37,0,0.0077993254637436765,0.0,waferboard
spam,9999.0,37,0,0.0077993254637436765,0.0,"spam, spams"
barb,9999.0,37,0,0.0077993254637436765,0.0,"barb, barbed, barbs"
panago,9999.0,37,0,0.0077993254637436765,0.0,panagos
artillery,9999.0,37,0,0.0077993254637436765,0.0,artillery
sub-plan,9999.0,37,0,0.0077993254637436765,0.0,"sub-plan, sub-plans"
school-ag,9999.0,36,0,0.007588532883642495,0.0,"school-age, school-aged"
